param YearSplit	:	2014		2015		2016		2017		2018		2019		2020		2021		2022		2023		2024		2025		2026		2027		2028		2029		2030		2031		2032		2033		2034			:=
AugWe1				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
AugWe2				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
AugWe3				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
AugWe4				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
AugWe5				0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	
SepWd1				0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	
SepWd2				0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	
SepWd3				0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	0.014384	
SepWd4				0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	0.011986	
SepWd5				0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	0.004795	
SepWe1				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
SepWe2				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
SepWe3				0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	0.006164	
SepWe4				0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	0.005137	
SepWe5				0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	0.002055	
OctWd1				0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	
OctWd2				0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	
OctWd3				0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	0.015753	
OctWd4				0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	0.013128	
OctWd5				0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	0.005251	
OctWe1				0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	0.005594	
OctWe2				0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	0.004566	
