ID,y,t,l,f,e,m,r,ls,ld,lh,s
91,2017,tElCo,WD,,,,NO,,,,,0
91,2018,tElCo,WD,,,,NO,,,,,0
91,2019,tElCo,WD,,,,NO,,,,,0
91,2020,tElCo,WD,,,,NO,,,,,0
91,2021,tElCo,WD,,,,NO,,,,,419.707
91,2022,tElCo,WD,,,,NO,,,,,421.267
91,2023,tElCo,WD,,,,NO,,,,,424.22
91,2024,tElCo,WD,,,,NO,,,,,427.008
91,2025,tElCo,WD,,,,NO,,,,,429.797
91,2026,tElCo,WD,,,,NO,,,,,432.749
91,2027,tElCo,WD,,,,NO,,,,,435.538
91,2028,tElCo,WD,,,,NO,,,,,438.49
91,2029,tElCo,WD,,,,NO,,,,,441.279
91,2030,tElCo,WD,,,,NO,,,,,444.231
91,2031,tElCo,WD,,,,NO,,,,,447.183
91,2032,tElCo,WD,,,,NO,,,,,449.972
91,2033,tElCo,WD,,,,NO,,,,,452.924
91,2034,tElCo,WD,,,,NO,,,,,455.877
91,2014,tElCo,WN,,,,NO,,,,,0
91,2015,tElCo,WN,,,,NO,,,,,0
91,2016,tElCo,WN,,,,NO,,,,,0
91,2017,tElCo,WN,,,,NO,,,,,0
91,2018,tElCo,WN,,,,NO,,,,,0
91,2019,tElCo,WN,,,,NO,,,,,0
91,2020,tElCo,WN,,,,NO,,,,,0
91,2021,tElCo,WN,,,,NO,,,,,419.707
91,2022,tElCo,WN,,,,NO,,,,,421.267
91,2023,tElCo,WN,,,,NO,,,,,424.22
91,2024,tElCo,WN,,,,NO,,,,,427.008
91,2025,tElCo,WN,,,,NO,,,,,429.797
91,2026,tElCo,WN,,,,NO,,,,,432.749
91,2027,tElCo,WN,,,,NO,,,,,435.538
91,2028,tElCo,WN,,,,NO,,,,,438.49
91,2029,tElCo,WN,,,,NO,,,,,441.279
91,2030,tElCo,WN,,,,NO,,,,,444.231
91,2031,tElCo,WN,,,,NO,,,,,447.183
91,2032,tElCo,WN,,,,NO,,,,,449.972
91,2033,tElCo,WN,,,,NO,,,,,452.924
91,2034,tElCo,WN,,,,NO,,,,,455.877
91,2014,tElNu,ID,,,,NO,,,,,0
91,2015,tElNu,ID,,,,NO,,,,,0
91,2016,tElNu,ID,,,,NO,,,,,0
91,2017,tElNu,ID,,,,NO,,,,,0
91,2018,tElNu,ID,,,,NO,,,,,0
91,2019,tElNu,ID,,,,NO,,,,,0
91,2020,tElNu,ID,,,,NO,,,,,0
91,2021,tElNu,ID,,,,NO,,,,,0
91,2022,tElNu,ID,,,,NO,,,,,0
91,2023,tElNu,ID,,,,NO,,,,,0
91,2024,tElNu,ID,,,,NO,,,,,0
91,2025,tElNu,ID,,,,NO,,,,,0
91,2026,tElNu,ID,,,,NO,,,,,0
91,2027,tElNu,ID,,,,NO,,,,,0
91,2028,tElNu,ID,,,,NO,,,,,0
91,2029,tElNu,ID,,,,NO,,,,,0
91,2030,tElNu,ID,,,,NO,,,,,0
91,2031,tElNu,ID,,,,NO,,,,,0
91,2032,tElNu,ID,,,,NO,,,,,0
91,2033,tElNu,ID,,,,NO,,,,,0
91,2034,tElNu,ID,,,,NO,,,,,0
91,2014,tElNu,IN,,,,NO,,,,,0
91,2015,tElNu,IN,,,,NO,,,,,0
91,2016,tElNu,IN,,,,NO,,,,,0
91,2017,tElNu,IN,,,,NO,,,,,0
91,2018,tElNu,IN,,,,NO,,,,,0
91,2019,tElNu,IN,,,,NO,,,,,0
91,2020,tElNu,IN,,,,NO,,,,,0
91,2021,tElNu,IN,,,,NO,,,,,0
91,2022,tElNu,IN,,,,NO,,,,,0
91,2023,tElNu,IN,,,,NO,,,,,0
91,2024,tElNu,IN,,,,NO,,,,,0
91,2025,tElNu,IN,,,,NO,,,,,0
91,2026,tElNu,IN,,,,NO,,,,,0
91,2027,tElNu,IN,,,,NO,,,,,0
91,2028,tElNu,IN,,,,NO,,,,,0
91,2029,tElNu,IN,,,,NO,,,,,0
91,2030,tElNu,IN,,,,NO,,,,,0
91,2031,tElNu,IN,,,,NO,,,,,0
91,2032,tElNu,IN,,,,NO,,,,,0
91,2033,tElNu,IN,,,,NO,,,,,0
91,2034,tElNu,IN,,,,NO,,,,,0
91,2014,tElNu,SD,,,,NO,,,,,0
91,2015,tElNu,SD,,,,NO,,,,,0
91,2016,tElNu,SD,,,,NO,,,,,0
91,2017,tElNu,SD,,,,NO,,,,,0
91,2018,tElNu,SD,,,,NO,,,,,0
91,2019,tElNu,SD,,,,NO,,,,,0
91,2020,tElNu,SD,,,,NO,,,,,0
91,2021,tElNu,SD,,,,NO,,,,,0
91,2022,tElNu,SD,,,,NO,,,,,0
91,2023,tElNu,SD,,,,NO,,,,,0
91,2024,tElNu,SD,,,,NO,,,,,0
91,2025,tElNu,SD,,,,NO,,,,,0
91,2026,tElNu,SD,,,,NO,,,,,0
91,2027,tElNu,SD,,,,NO,,,,,0
91,2028,tElNu,SD,,,,NO,,,,,0
91,2029,tElNu,SD,,,,NO,,,,,0
91,2030,tElNu,SD,,,,NO,,,,,0
91,2031,tElNu,SD,,,,NO,,,,,0
91,2032,tElNu,SD,,,,NO,,,,,0
91,2033,tElNu,SD,,,,NO,,,,,0
91,2034,tElNu,SD,,,,NO,,,,,0
91,2014,tElNu,SN,,,,NO,,,,,0
91,2015,tElNu,SN,,,,NO,,,,,0
91,2016,tElNu,SN,,,,NO,,,,,0
91,2017,tElNu,SN,,,,NO,,,,,0
91,2018,tElNu,SN,,,,NO,,,,,0
91,2019,tElNu,SN,,,,NO,,,,,0
91,2020,tElNu,SN,,,,NO,,,,,0
91,2021,tElNu,SN,,,,NO,,,,,0
91,2022,tElNu,SN,,,,NO,,,,,0
91,2023,tElNu,SN,,,,NO,,,,,0
91,2024,tElNu,SN,,,,NO,,,,,0
91,2025,tElNu,SN,,,,NO,,,,,0
91,2026,tElNu,SN,,,,NO,,,,,0
91,2027,tElNu,SN,,,,NO,,,,,0
91,2028,tElNu,SN,,,,NO,,,,,0
91,2029,tElNu,SN,,,,NO,,,,,0
91,2030,tElNu,SN,,,,NO,,,,,0
91,2031,tElNu,SN,,,,NO,,,,,0
91,2032,tElNu,SN,,,,NO,,,,,0
91,2033,tElNu,SN,,,,NO,,,,,0
91,2034,tElNu,SN,,,,NO,,,,,0
91,2014,tElNu,WD,,,,NO,,,,,0
91,2015,tElNu,WD,,,,NO,,,,,0
91,2016,tElNu,WD,,,,NO,,,,,0
91,2017,tElNu,WD,,,,NO,,,,,0
91,2018,tElNu,WD,,,,NO,,,,,0
91,2019,tElNu,WD,,,,NO,,,,,0
91,2020,tElNu,WD,,,,NO,,,,,0
91,2021,tElNu,WD,,,,NO,,,,,0
91,2022,tElNu,WD,,,,NO,,,,,0
91,2023,tElNu,WD,,,,NO,,,,,0
91,2024,tElNu,WD,,,,NO,,,,,0
91,2025,tElNu,WD,,,,NO,,,,,0
91,2026,tElNu,WD,,,,NO,,,,,0
91,2027,tElNu,WD,,,,NO,,,,,0
91,2028,tElNu,WD,,,,NO,,,,,0
91,2029,tElNu,WD,,,,NO,,,,,0
91,2030,tElNu,WD,,,,NO,,,,,0
91,2031,tElNu,WD,,,,NO,,,,,0
91,2032,tElNu,WD,,,,NO,,,,,0
91,2033,tElNu,WD,,,,NO,,,,,0
91,2034,tElNu,WD,,,,NO,,,,,0
91,2014,tElNu,WN,,,,NO,,,,,0
91,2015,tElNu,WN,,,,NO,,,,,0
91,2016,tElNu,WN,,,,NO,,,,,0
91,2017,tElNu,WN,,,,NO,,,,,0
91,2018,tElNu,WN,,,,NO,,,,,0
91,2019,tElNu,WN,,,,NO,,,,,0
91,2020,tElNu,WN,,,,NO,,,,,0
91,2021,tElNu,WN,,,,NO,,,,,0
91,2022,tElNu,WN,,,,NO,,,,,0
91,2023,tElNu,WN,,,,NO,,,,,0
91,2024,tElNu,WN,,,,NO,,,,,0
91,2025,tElNu,WN,,,,NO,,,,,0
91,2026,tElNu,WN,,,,NO,,,,,0
91,2027,tElNu,WN,,,,NO,,,,,0
91,2028,tElNu,WN,,,,NO,,,,,0
91,2029,tElNu,WN,,,,NO,,,,,0
91,2030,tElNu,WN,,,,NO,,,,,0
91,2031,tElNu,WN,,,,NO,,,,,0
91,2032,tElNu,WN,,,,NO,,,,,0
91,2033,tElNu,WN,,,,NO,,,,,0
91,2034,tElNu,WN,,,,NO,,,,,0
91,2014,tElHy,ID,,,,NO,,,,,272.678
91,2015,tElHy,ID,,,,NO,,,,,272.678
91,2016,tElHy,ID,,,,NO,,,,,272.678
91,2017,tElHy,ID,,,,NO,,,,,281.2
91,2018,tElHy,ID,,,,NO,,,,,281.2
91,2019,tElHy,ID,,,,NO,,,,,281.2
91,2020,tElHy,ID,,,,NO,,,,,281.2
91,2021,tElHy,ID,,,,NO,,,,,281.2
91,2022,tElHy,ID,,,,NO,,,,,281.2
91,2023,tElHy,ID,,,,NO,,,,,281.2
91,2024,tElHy,ID,,,,NO,,,,,281.2
91,2025,tElHy,ID,,,,NO,,,,,281.2
91,2026,tElHy,ID,,,,NO,,,,,281.2
91,2027,tElHy,ID,,,,NO,,,,,281.2
91,2028,tElHy,ID,,,,NO,,,,,281.2
91,2029,tElHy,ID,,,,NO,,,,,281.2
91,2030,tElHy,ID,,,,NO,,,,,281.2
91,2031,tElHy,ID,,,,NO,,,,,281.2
91,2032,tElHy,ID,,,,NO,,,,,281.2
91,2033,tElHy,ID,,,,NO,,,,,281.2
91,2034,tElHy,ID,,,,NO,,,,,281.2
91,2014,tElHy,IN,,,,NO,,,,,272.678
91,2015,tElHy,IN,,,,NO,,,,,272.678
91,2016,tElHy,IN,,,,NO,,,,,272.678
91,2017,tElHy,IN,,,,NO,,,,,281.2
91,2018,tElHy,IN,,,,NO,,,,,281.2
91,2019,tElHy,IN,,,,NO,,,,,281.2
91,2020,tElHy,IN,,,,NO,,,,,281.2
91,2021,tElHy,IN,,,,NO,,,,,281.2
91,2022,tElHy,IN,,,,NO,,,,,281.2
91,2023,tElHy,IN,,,,NO,,,,,281.2
91,2024,tElHy,IN,,,,NO,,,,,281.2
91,2025,tElHy,IN,,,,NO,,,,,281.2
91,2026,tElHy,IN,,,,NO,,,,,281.2
91,2027,tElHy,IN,,,,NO,,,,,281.2
91,2028,tElHy,IN,,,,NO,,,,,281.2
91,2029,tElHy,IN,,,,NO,,,,,281.2
91,2030,tElHy,IN,,,,NO,,,,,281.2
91,2031,tElHy,IN,,,,NO,,,,,281.2
91,2032,tElHy,IN,,,,NO,,,,,281.2
91,2033,tElHy,IN,,,,NO,,,,,281.2
91,2034,tElHy,IN,,,,NO,,,,,281.2
91,2014,tElHy,SD,,,,NO,,,,,3.72586
91,2015,tElHy,SD,,,,NO,,,,,3.72586
91,2016,tElHy,SD,,,,NO,,,,,3.72586
91,2017,tElHy,SD,,,,NO,,,,,3.72586
91,2018,tElHy,SD,,,,NO,,,,,3.72586
91,2019,tElHy,SD,,,,NO,,,,,3.72586
91,2020,tElHy,SD,,,,NO,,,,,3.72586
91,2021,tElHy,SD,,,,NO,,,,,3.72586
91,2022,tElHy,SD,,,,NO,,,,,3.72586
91,2023,tElHy,SD,,,,NO,,,,,3.72586
91,2024,tElHy,SD,,,,NO,,,,,3.72586
91,2025,tElHy,SD,,,,NO,,,,,3.72586
91,2026,tElHy,SD,,,,NO,,,,,3.72586
91,2027,tElHy,SD,,,,NO,,,,,3.72586
91,2028,tElHy,SD,,,,NO,,,,,3.72586
91,2029,tElHy,SD,,,,NO,,,,,3.72586
91,2030,tElHy,SD,,,,NO,,,,,3.72586
91,2031,tElHy,SD,,,,NO,,,,,3.72586
91,2032,tElHy,SD,,,,NO,,,,,3.72586
91,2033,tElHy,SD,,,,NO,,,,,3.72586
91,2034,tElHy,SD,,,,NO,,,,,0
91,2014,tElHy,SN,,,,NO,,,,,3.72586
91,2015,tElHy,SN,,,,NO,,,,,3.72586
91,2016,tElHy,SN,,,,NO,,,,,3.72586
91,2017,tElHy,SN,,,,NO,,,,,3.72586
91,2018,tElHy,SN,,,,NO,,,,,3.72586
91,2019,tElHy,SN,,,,NO,,,,,3.72586
91,2020,tElHy,SN,,,,NO,,,,,3.72586
91,2021,tElHy,SN,,,,NO,,,,,3.72586
91,2022,tElHy,SN,,,,NO,,,,,3.72586
91,2023,tElHy,SN,,,,NO,,,,,3.72586
91,2024,tElHy,SN,,,,NO,,,,,3.72586
91,2025,tElHy,SN,,,,NO,,,,,3.72586
91,2026,tElHy,SN,,,,NO,,,,,3.72586
91,2027,tElHy,SN,,,,NO,,,,,3.72586
91,2028,tElHy,SN,,,,NO,,,,,3.72586
91,2029,tElHy,SN,,,,NO,,,,,3.72586
91,2030,tElHy,SN,,,,NO,,,,,3.72586
91,2031,tElHy,SN,,,,NO,,,,,3.72586
91,2032,tElHy,SN,,,,NO,,,,,3.72586
91,2033,tElHy,SN,,,,NO,,,,,3.72586
91,2034,tElHy,SN,,,,NO,,,,,0
91,2014,tElHy,WD,,,,NO,,,,,272.678
91,2015,tElHy,WD,,,,NO,,,,,272.678
91,2016,tElHy,WD,,,,NO,,,,,272.678
91,2017,tElHy,WD,,,,NO,,,,,281.2
91,2018,tElHy,WD,,,,NO,,,,,281.2
91,2019,tElHy,WD,,,,NO,,,,,281.2
91,2020,tElHy,WD,,,,NO,,,,,281.2
91,2021,tElHy,WD,,,,NO,,,,,281.2
91,2022,tElHy,WD,,,,NO,,,,,281.2
91,2023,tElHy,WD,,,,NO,,,,,281.2
91,2024,tElHy,WD,,,,NO,,,,,281.2
91,2025,tElHy,WD,,,,NO,,,,,281.2
91,2026,tElHy,WD,,,,NO,,,,,281.2
91,2027,tElHy,WD,,,,NO,,,,,281.2
91,2028,tElHy,WD,,,,NO,,,,,281.2
91,2029,tElHy,WD,,,,NO,,,,,281.2
91,2030,tElHy,WD,,,,NO,,,,,281.2
91,2031,tElHy,WD,,,,NO,,,,,281.2
91,2032,tElHy,WD,,,,NO,,,,,281.2
91,2033,tElHy,WD,,,,NO,,,,,281.2
91,2034,tElHy,WD,,,,NO,,,,,281.2
91,2014,tElHy,WN,,,,NO,,,,,272.678
91,2015,tElHy,WN,,,,NO,,,,,272.678
91,2016,tElHy,WN,,,,NO,,,,,272.678
91,2017,tElHy,WN,,,,NO,,,,,281.2
91,2018,tElHy,WN,,,,NO,,,,,281.2
91,2019,tElHy,WN,,,,NO,,,,,281.2
91,2020,tElHy,WN,,,,NO,,,,,281.2
91,2021,tElHy,WN,,,,NO,,,,,281.2
91,2022,tElHy,WN,,,,NO,,,,,281.2
91,2023,tElHy,WN,,,,NO,,,,,281.2
91,2024,tElHy,WN,,,,NO,,,,,281.2
91,2025,tElHy,WN,,,,NO,,,,,281.2
91,2026,tElHy,WN,,,,NO,,,,,281.2
91,2027,tElHy,WN,,,,NO,,,,,281.2
91,2028,tElHy,WN,,,,NO,,,,,281.2
91,2029,tElHy,WN,,,,NO,,,,,281.2
91,2030,tElHy,WN,,,,NO,,,,,281.2
91,2031,tElHy,WN,,,,NO,,,,,281.2
91,2032,tElHy,WN,,,,NO,,,,,281.2
91,2033,tElHy,WN,,,,NO,,,,,281.2
91,2034,tElHy,WN,,,,NO,,,,,281.2
91,2014,tElPu,ID,,,,NO,,,,,0
91,2015,tElPu,ID,,,,NO,,,,,0
91,2016,tElPu,ID,,,,NO,,,,,0
91,2017,tElPu,ID,,,,NO,,,,,0
91,2018,tElPu,ID,,,,NO,,,,,0
91,2019,tElPu,ID,,,,NO,,,,,0
91,2020,tElPu,ID,,,,NO,,,,,0
91,2021,tElPu,ID,,,,NO,,,,,2.34215
91,2022,tElPu,ID,,,,NO,,,,,2.34073
91,2023,tElPu,ID,,,,NO,,,,,2.33938
91,2024,tElPu,ID,,,,NO,,,,,2.33804
91,2025,tElPu,ID,,,,NO,,,,,2.33661
91,2026,tElPu,ID,,,,NO,,,,,2.33526
91,2027,tElPu,ID,,,,NO,,,,,2.33384
91,2028,tElPu,ID,,,,NO,,,,,2.33249
91,2029,tElPu,ID,,,,NO,,,,,2.33107
91,2030,tElPu,ID,,,,NO,,,,,2.32964
91,2031,tElPu,ID,,,,NO,,,,,2.32829
91,2032,tElPu,ID,,,,NO,,,,,2.6826
91,2033,tElPu,ID,,,,NO,,,,,2.6826
91,2034,tElPu,ID,,,,NO,,,,,0
91,2014,tElPu,IN,,,,NO,,,,,0
91,2015,tElPu,IN,,,,NO,,,,,0
91,2016,tElPu,IN,,,,NO,,,,,0
91,2017,tElPu,IN,,,,NO,,,,,0
91,2018,tElPu,IN,,,,NO,,,,,0
91,2019,tElPu,IN,,,,NO,,,,,0
91,2020,tElPu,IN,,,,NO,,,,,0
91,2021,tElPu,IN,,,,NO,,,,,2.6826
91,2022,tElPu,IN,,,,NO,,,,,2.6826
91,2023,tElPu,IN,,,,NO,,,,,2.6826
91,2024,tElPu,IN,,,,NO,,,,,2.6826
91,2025,tElPu,IN,,,,NO,,,,,2.6826
91,2026,tElPu,IN,,,,NO,,,,,2.6826
91,2027,tElPu,IN,,,,NO,,,,,2.6826
91,2028,tElPu,IN,,,,NO,,,,,2.6826
91,2029,tElPu,IN,,,,NO,,,,,2.6826
91,2030,tElPu,IN,,,,NO,,,,,2.6826
91,2031,tElPu,IN,,,,NO,,,,,2.6826
91,2032,tElPu,IN,,,,NO,,,,,1.97071
91,2033,tElPu,IN,,,,NO,,,,,1.96786
91,2034,tElPu,IN,,,,NO,,,,,0
91,2014,tElPu,SD,,,,NO,,,,,2.6826
91,2015,tElPu,SD,,,,NO,,,,,2.6826
91,2016,tElPu,SD,,,,NO,,,,,2.6826
91,2017,tElPu,SD,,,,NO,,,,,2.6826
91,2018,tElPu,SD,,,,NO,,,,,2.6826
91,2019,tElPu,SD,,,,NO,,,,,2.6826
91,2020,tElPu,SD,,,,NO,,,,,2.6826
91,2021,tElPu,SD,,,,NO,,,,,2.6826
91,2022,tElPu,SD,,,,NO,,,,,2.6826
91,2023,tElPu,SD,,,,NO,,,,,2.6826
91,2024,tElPu,SD,,,,NO,,,,,2.6826
91,2025,tElPu,SD,,,,NO,,,,,2.6826
91,2026,tElPu,SD,,,,NO,,,,,2.6826
91,2027,tElPu,SD,,,,NO,,,,,2.6826
91,2028,tElPu,SD,,,,NO,,,,,2.6826
91,2029,tElPu,SD,,,,NO,,,,,2.6826
91,2030,tElPu,SD,,,,NO,,,,,2.6826
91,2031,tElPu,SD,,,,NO,,,,,2.6826
91,2032,tElPu,SD,,,,NO,,,,,2.6826
91,2033,tElPu,SD,,,,NO,,,,,2.6826
91,2034,tElPu,SD,,,,NO,,,,,0
91,2014,tElPu,SN,,,,NO,,,,,2.6826
91,2015,tElPu,SN,,,,NO,,,,,2.6826
91,2016,tElPu,SN,,,,NO,,,,,2.6826
91,2017,tElPu,SN,,,,NO,,,,,2.6826
91,2018,tElPu,SN,,,,NO,,,,,2.6826
91,2019,tElPu,SN,,,,NO,,,,,2.6826
91,2020,tElPu,SN,,,,NO,,,,,2.6826
91,2021,tElPu,SN,,,,NO,,,,,2.6826
91,2022,tElPu,SN,,,,NO,,,,,2.6826
91,2023,tElPu,SN,,,,NO,,,,,2.6826
91,2024,tElPu,SN,,,,NO,,,,,2.6826
91,2025,tElPu,SN,,,,NO,,,,,2.6826
91,2026,tElPu,SN,,,,NO,,,,,2.6826
91,2027,tElPu,SN,,,,NO,,,,,2.6826
91,2028,tElPu,SN,,,,NO,,,,,2.6826
91,2029,tElPu,SN,,,,NO,,,,,2.6826
91,2030,tElPu,SN,,,,NO,,,,,2.6826
91,2031,tElPu,SN,,,,NO,,,,,2.6826
91,2032,tElPu,SN,,,,NO,,,,,2.6826
91,2033,tElPu,SN,,,,NO,,,,,2.6826
91,2034,tElPu,SN,,,,NO,,,,,0
91,2014,tElPu,WD,,,,NO,,,,,0
91,2015,tElPu,WD,,,,NO,,,,,0.166274
91,2016,tElPu,WD,,,,NO,,,,,2.6826
91,2017,tElPu,WD,,,,NO,,,,,0.438292
91,2018,tElPu,WD,,,,NO,,,,,0
91,2019,tElPu,WD,,,,NO,,,,,2.6152
91,2020,tElPu,WD,,,,NO,,,,,2.6826
91,2021,tElPu,WD,,,,NO,,,,,1.45436
91,2022,tElPu,WD,,,,NO,,,,,2.6826
91,2023,tElPu,WD,,,,NO,,,,,2.6826
91,2024,tElPu,WD,,,,NO,,,,,2.6826
91,2025,tElPu,WD,,,,NO,,,,,2.6826
91,2026,tElPu,WD,,,,NO,,,,,2.6826
91,2027,tElPu,WD,,,,NO,,,,,2.6826
91,2028,tElPu,WD,,,,NO,,,,,2.6826
91,2029,tElPu,WD,,,,NO,,,,,2.6826
91,2030,tElPu,WD,,,,NO,,,,,2.6826
91,2031,tElPu,WD,,,,NO,,,,,2.6826
91,2032,tElPu,WD,,,,NO,,,,,2.6826
91,2033,tElPu,WD,,,,NO,,,,,2.6826
91,2034,tElPu,WD,,,,NO,,,,,2.6826
91,2014,tElPu,WN,,,,NO,,,,,0
91,2015,tElPu,WN,,,,NO,,,,,0
91,2016,tElPu,WN,,,,NO,,,,,2.35015
91,2017,tElPu,WN,,,,NO,,,,,0
91,2018,tElPu,WN,,,,NO,,,,,0
91,2019,tElPu,WN,,,,NO,,,,,2.27879
91,2020,tElPu,WN,,,,NO,,,,,2.34485
91,2021,tElPu,WN,,,,NO,,,,,1.11526
91,2022,tElPu,WN,,,,NO,,,,,2.34215
91,2023,tElPu,WN,,,,NO,,,,,2.34073
91,2024,tElPu,WN,,,,NO,,,,,2.33938
91,2025,tElPu,WN,,,,NO,,,,,2.33804
91,2026,tElPu,WN,,,,NO,,,,,2.33661
91,2027,tElPu,WN,,,,NO,,,,,2.33526
91,2028,tElPu,WN,,,,NO,,,,,2.33384
91,2029,tElPu,WN,,,,NO,,,,,2.33249
91,2030,tElPu,WN,,,,NO,,,,,2.33107
91,2031,tElPu,WN,,,,NO,,,,,2.32964
91,2032,tElPu,WN,,,,NO,,,,,2.32829
91,2033,tElPu,WN,,,,NO,,,,,2.32687
91,2034,tElPu,WN,,,,NO,,,,,2.32544
91,2014,tElDi,ID,,,,NO,,,,,27.0697
91,2015,tElDi,ID,,,,NO,,,,,28.2934
91,2016,tElDi,ID,,,,NO,,,,,29.5172
91,2017,tElDi,ID,,,,NO,,,,,22.1477
91,2018,tElDi,ID,,,,NO,,,,,23.3715
91,2019,tElDi,ID,,,,NO,,,,,24.5952
91,2020,tElDi,ID,,,,NO,,,,,25.819
91,2021,tElDi,ID,,,,NO,,,,,0
91,2022,tElDi,ID,,,,NO,,,,,0
91,2023,tElDi,ID,,,,NO,,,,,0
91,2024,tElDi,ID,,,,NO,,,,,0
91,2025,tElDi,ID,,,,NO,,,,,0
91,2026,tElDi,ID,,,,NO,,,,,0
91,2027,tElDi,ID,,,,NO,,,,,0
91,2028,tElDi,ID,,,,NO,,,,,0
91,2029,tElDi,ID,,,,NO,,,,,0
91,2030,tElDi,ID,,,,NO,,,,,0
91,2031,tElDi,ID,,,,NO,,,,,0
91,2032,tElDi,ID,,,,NO,,,,,0
91,2033,tElDi,ID,,,,NO,,,,,0
91,2034,tElDi,ID,,,,NO,,,,,0
91,2014,tElDi,IN,,,,NO,,,,,27.2496
91,2015,tElDi,IN,,,,NO,,,,,28.4741
91,2016,tElDi,IN,,,,NO,,,,,29.6986
91,2017,tElDi,IN,,,,NO,,,,,22.3298
91,2018,tElDi,IN,,,,NO,,,,,23.5543
91,2019,tElDi,IN,,,,NO,,,,,24.7788
91,2020,tElDi,IN,,,,NO,,,,,26.0033
91,2021,tElDi,IN,,,,NO,,,,,0
91,2022,tElDi,IN,,,,NO,,,,,0
91,2023,tElDi,IN,,,,NO,,,,,0
91,2024,tElDi,IN,,,,NO,,,,,0
91,2025,tElDi,IN,,,,NO,,,,,0
91,2026,tElDi,IN,,,,NO,,,,,0
91,2027,tElDi,IN,,,,NO,,,,,0
91,2028,tElDi,IN,,,,NO,,,,,0
91,2029,tElDi,IN,,,,NO,,,,,0
91,2030,tElDi,IN,,,,NO,,,,,0
91,2031,tElDi,IN,,,,NO,,,,,0
91,2032,tElDi,IN,,,,NO,,,,,0
91,2033,tElDi,IN,,,,NO,,,,,0
91,2034,tElDi,IN,,,,NO,,,,,0
91,2014,tElDi,SD,,,,NO,,,,,0
91,2015,tElDi,SD,,,,NO,,,,,0
91,2016,tElDi,SD,,,,NO,,,,,0
91,2017,tElDi,SD,,,,NO,,,,,0
91,2018,tElDi,SD,,,,NO,,,,,0
91,2019,tElDi,SD,,,,NO,,,,,0
91,2020,tElDi,SD,,,,NO,,,,,0
91,2021,tElDi,SD,,,,NO,,,,,0
91,2022,tElDi,SD,,,,NO,,,,,0
91,2023,tElDi,SD,,,,NO,,,,,0
91,2024,tElDi,SD,,,,NO,,,,,0
91,2025,tElDi,SD,,,,NO,,,,,0
91,2026,tElDi,SD,,,,NO,,,,,0
91,2027,tElDi,SD,,,,NO,,,,,0
91,2028,tElDi,SD,,,,NO,,,,,0
91,2029,tElDi,SD,,,,NO,,,,,0
91,2030,tElDi,SD,,,,NO,,,,,0
91,2031,tElDi,SD,,,,NO,,,,,0
91,2032,tElDi,SD,,,,NO,,,,,0
91,2033,tElDi,SD,,,,NO,,,,,0
91,2034,tElDi,SD,,,,NO,,,,,0
91,2014,tElDi,SN,,,,NO,,,,,0
91,2015,tElDi,SN,,,,NO,,,,,0
91,2016,tElDi,SN,,,,NO,,,,,0
91,2017,tElDi,SN,,,,NO,,,,,0
91,2018,tElDi,SN,,,,NO,,,,,0
91,2019,tElDi,SN,,,,NO,,,,,0
91,2020,tElDi,SN,,,,NO,,,,,0
91,2021,tElDi,SN,,,,NO,,,,,0
91,2022,tElDi,SN,,,,NO,,,,,0
91,2023,tElDi,SN,,,,NO,,,,,0
91,2024,tElDi,SN,,,,NO,,,,,0
91,2025,tElDi,SN,,,,NO,,,,,0
91,2026,tElDi,SN,,,,NO,,,,,0
91,2027,tElDi,SN,,,,NO,,,,,0
91,2028,tElDi,SN,,,,NO,,,,,0
91,2029,tElDi,SN,,,,NO,,,,,0
91,2030,tElDi,SN,,,,NO,,,,,0
91,2031,tElDi,SN,,,,NO,,,,,0
91,2032,tElDi,SN,,,,NO,,,,,0
91,2033,tElDi,SN,,,,NO,,,,,0
91,2034,tElDi,SN,,,,NO,,,,,0
91,2014,tElDi,WD,,,,NO,,,,,410.328
91,2015,tElDi,WD,,,,NO,,,,,412.95
91,2016,tElDi,WD,,,,NO,,,,,413.222
91,2017,tElDi,WD,,,,NO,,,,,409.569
91,2018,tElDi,WD,,,,NO,,,,,412.796
91,2019,tElDi,WD,,,,NO,,,,,412.969
91,2020,tElDi,WD,,,,NO,,,,,415.69
91,2021,tElDi,WD,,,,NO,,,,,0
91,2022,tElDi,WD,,,,NO,,,,,0
91,2023,tElDi,WD,,,,NO,,,,,0
91,2024,tElDi,WD,,,,NO,,,,,0
91,2025,tElDi,WD,,,,NO,,,,,0
91,2026,tElDi,WD,,,,NO,,,,,0
91,2027,tElDi,WD,,,,NO,,,,,0
91,2028,tElDi,WD,,,,NO,,,,,0
91,2029,tElDi,WD,,,,NO,,,,,0
91,2030,tElDi,WD,,,,NO,,,,,0
91,2031,tElDi,WD,,,,NO,,,,,0
91,2032,tElDi,WD,,,,NO,,,,,0
91,2033,tElDi,WD,,,,NO,,,,,0
91,2034,tElDi,WD,,,,NO,,,,,0
91,2014,tElDi,WN,,,,NO,,,,,409.998
91,2015,tElDi,WN,,,,NO,,,,,412.785
91,2016,tElDi,WN,,,,NO,,,,,413.222
91,2017,tElDi,WN,,,,NO,,,,,409.674
91,2018,tElDi,WN,,,,NO,,,,,412.461
91,2019,tElDi,WN,,,,NO,,,,,412.969
91,2020,tElDi,WN,,,,NO,,,,,415.69
91,2021,tElDi,WN,,,,NO,,,,,0
