ID,y,t,l,f,e,m,r,ls,ld,lh,s
118,2030,impOil,IN,,,,NO,,,,,0
118,2031,impOil,IN,,,,NO,,,,,0
118,2032,impOil,IN,,,,NO,,,,,0
118,2033,impOil,IN,,,,NO,,,,,0
118,2034,impOil,IN,,,,NO,,,,,0
118,2014,impOil,SD,,,,NO,,,,,0
118,2015,impOil,SD,,,,NO,,,,,0
118,2016,impOil,SD,,,,NO,,,,,0
118,2017,impOil,SD,,,,NO,,,,,0
118,2018,impOil,SD,,,,NO,,,,,0
118,2019,impOil,SD,,,,NO,,,,,0
118,2020,impOil,SD,,,,NO,,,,,0
118,2021,impOil,SD,,,,NO,,,,,0
118,2022,impOil,SD,,,,NO,,,,,0
118,2023,impOil,SD,,,,NO,,,,,0
118,2024,impOil,SD,,,,NO,,,,,0
118,2025,impOil,SD,,,,NO,,,,,0
118,2026,impOil,SD,,,,NO,,,,,0
118,2027,impOil,SD,,,,NO,,,,,0
118,2028,impOil,SD,,,,NO,,,,,0
118,2029,impOil,SD,,,,NO,,,,,0
118,2030,impOil,SD,,,,NO,,,,,0
118,2031,impOil,SD,,,,NO,,,,,0
118,2032,impOil,SD,,,,NO,,,,,0
118,2033,impOil,SD,,,,NO,,,,,0
118,2034,impOil,SD,,,,NO,,,,,0
118,2014,impOil,SN,,,,NO,,,,,0
118,2015,impOil,SN,,,,NO,,,,,0
118,2016,impOil,SN,,,,NO,,,,,0
118,2017,impOil,SN,,,,NO,,,,,0
118,2018,impOil,SN,,,,NO,,,,,0
118,2019,impOil,SN,,,,NO,,,,,0
118,2020,impOil,SN,,,,NO,,,,,0
118,2021,impOil,SN,,,,NO,,,,,0
118,2022,impOil,SN,,,,NO,,,,,0
118,2023,impOil,SN,,,,NO,,,,,0
118,2024,impOil,SN,,,,NO,,,,,0
118,2025,impOil,SN,,,,NO,,,,,0
118,2026,impOil,SN,,,,NO,,,,,0
118,2027,impOil,SN,,,,NO,,,,,0
118,2028,impOil,SN,,,,NO,,,,,0
118,2029,impOil,SN,,,,NO,,,,,0
118,2030,impOil,SN,,,,NO,,,,,0
118,2031,impOil,SN,,,,NO,,,,,0
118,2032,impOil,SN,,,,NO,,,,,0
118,2033,impOil,SN,,,,NO,,,,,0
118,2034,impOil,SN,,,,NO,,,,,0
118,2014,impOil,WD,,,,NO,,,,,0
118,2015,impOil,WD,,,,NO,,,,,0
118,2016,impOil,WD,,,,NO,,,,,0
118,2017,impOil,WD,,,,NO,,,,,0
118,2018,impOil,WD,,,,NO,,,,,0
118,2019,impOil,WD,,,,NO,,,,,0
118,2020,impOil,WD,,,,NO,,,,,0
118,2021,impOil,WD,,,,NO,,,,,0
118,2022,impOil,WD,,,,NO,,,,,0
118,2023,impOil,WD,,,,NO,,,,,0
118,2024,impOil,WD,,,,NO,,,,,0
118,2025,impOil,WD,,,,NO,,,,,0
118,2026,impOil,WD,,,,NO,,,,,0
118,2027,impOil,WD,,,,NO,,,,,0
118,2028,impOil,WD,,,,NO,,,,,0
118,2029,impOil,WD,,,,NO,,,,,0
118,2030,impOil,WD,,,,NO,,,,,0
118,2031,impOil,WD,,,,NO,,,,,0
118,2032,impOil,WD,,,,NO,,,,,0
118,2033,impOil,WD,,,,NO,,,,,0
118,2034,impOil,WD,,,,NO,,,,,0
118,2014,impOil,WN,,,,NO,,,,,0
118,2015,impOil,WN,,,,NO,,,,,0
118,2016,impOil,WN,,,,NO,,,,,0
118,2017,impOil,WN,,,,NO,,,,,0
118,2018,impOil,WN,,,,NO,,,,,0
118,2019,impOil,WN,,,,NO,,,,,0
118,2020,impOil,WN,,,,NO,,,,,0
118,2021,impOil,WN,,,,NO,,,,,0
118,2022,impOil,WN,,,,NO,,,,,0
118,2023,impOil,WN,,,,NO,,,,,0
118,2024,impOil,WN,,,,NO,,,,,0
118,2025,impOil,WN,,,,NO,,,,,0
118,2026,impOil,WN,,,,NO,,,,,0
118,2027,impOil,WN,,,,NO,,,,,0
118,2028,impOil,WN,,,,NO,,,,,0
118,2029,impOil,WN,,,,NO,,,,,0
118,2030,impOil,WN,,,,NO,,,,,0
118,2031,impOil,WN,,,,NO,,,,,0
118,2032,impOil,WN,,,,NO,,,,,0
118,2033,impOil,WN,,,,NO,,,,,0
118,2034,impOil,WN,,,,NO,,,,,0
118,2014,impUran,ID,,,,NO,,,,,0
118,2015,impUran,ID,,,,NO,,,,,0
118,2016,impUran,ID,,,,NO,,,,,0
118,2017,impUran,ID,,,,NO,,,,,0
118,2018,impUran,ID,,,,NO,,,,,0
118,2019,impUran,ID,,,,NO,,,,,0
118,2020,impUran,ID,,,,NO,,,,,0
118,2021,impUran,ID,,,,NO,,,,,0
118,2022,impUran,ID,,,,NO,,,,,0
118,2023,impUran,ID,,,,NO,,,,,0
118,2024,impUran,ID,,,,NO,,,,,0
118,2025,impUran,ID,,,,NO,,,,,0
118,2026,impUran,ID,,,,NO,,,,,0
118,2027,impUran,ID,,,,NO,,,,,0
118,2028,impUran,ID,,,,NO,,,,,0
118,2029,impUran,ID,,,,NO,,,,,0
118,2030,impUran,ID,,,,NO,,,,,0
118,2031,impUran,ID,,,,NO,,,,,0
118,2032,impUran,ID,,,,NO,,,,,0
118,2033,impUran,ID,,,,NO,,,,,0
118,2034,impUran,ID,,,,NO,,,,,0
118,2014,impUran,IN,,,,NO,,,,,0
118,2015,impUran,IN,,,,NO,,,,,0
118,2016,impUran,IN,,,,NO,,,,,0
118,2017,impUran,IN,,,,NO,,,,,0
118,2018,impUran,IN,,,,NO,,,,,0
118,2019,impUran,IN,,,,NO,,,,,0
118,2020,impUran,IN,,,,NO,,,,,0
118,2021,impUran,IN,,,,NO,,,,,0
118,2022,impUran,IN,,,,NO,,,,,0
118,2023,impUran,IN,,,,NO,,,,,0
118,2024,impUran,IN,,,,NO,,,,,0
118,2025,impUran,IN,,,,NO,,,,,0
118,2026,impUran,IN,,,,NO,,,,,0
118,2027,impUran,IN,,,,NO,,,,,0
118,2028,impUran,IN,,,,NO,,,,,0
118,2029,impUran,IN,,,,NO,,,,,0
118,2030,impUran,IN,,,,NO,,,,,0
118,2031,impUran,IN,,,,NO,,,,,0
118,2032,impUran,IN,,,,NO,,,,,0
118,2033,impUran,IN,,,,NO,,,,,0
118,2034,impUran,IN,,,,NO,,,,,0
118,2014,impUran,SD,,,,NO,,,,,0
118,2015,impUran,SD,,,,NO,,,,,0
118,2016,impUran,SD,,,,NO,,,,,0
118,2017,impUran,SD,,,,NO,,,,,0
118,2018,impUran,SD,,,,NO,,,,,0
118,2019,impUran,SD,,,,NO,,,,,0
118,2020,impUran,SD,,,,NO,,,,,0
118,2021,impUran,SD,,,,NO,,,,,0
118,2022,impUran,SD,,,,NO,,,,,0
118,2023,impUran,SD,,,,NO,,,,,0
118,2024,impUran,SD,,,,NO,,,,,0
118,2025,impUran,SD,,,,NO,,,,,0
118,2026,impUran,SD,,,,NO,,,,,0
118,2027,impUran,SD,,,,NO,,,,,0
118,2028,impUran,SD,,,,NO,,,,,0
118,2029,impUran,SD,,,,NO,,,,,0
118,2030,impUran,SD,,,,NO,,,,,0
118,2031,impUran,SD,,,,NO,,,,,0
118,2032,impUran,SD,,,,NO,,,,,0
118,2033,impUran,SD,,,,NO,,,,,0
118,2034,impUran,SD,,,,NO,,,,,0
118,2014,impUran,SN,,,,NO,,,,,0
118,2015,impUran,SN,,,,NO,,,,,0
118,2016,impUran,SN,,,,NO,,,,,0
118,2017,impUran,SN,,,,NO,,,,,0
118,2018,impUran,SN,,,,NO,,,,,0
118,2019,impUran,SN,,,,NO,,,,,0
118,2020,impUran,SN,,,,NO,,,,,0
118,2021,impUran,SN,,,,NO,,,,,0
118,2022,impUran,SN,,,,NO,,,,,0
118,2023,impUran,SN,,,,NO,,,,,0
118,2024,impUran,SN,,,,NO,,,,,0
118,2025,impUran,SN,,,,NO,,,,,0
118,2026,impUran,SN,,,,NO,,,,,0
118,2027,impUran,SN,,,,NO,,,,,0
118,2028,impUran,SN,,,,NO,,,,,0
118,2029,impUran,SN,,,,NO,,,,,0
118,2030,impUran,SN,,,,NO,,,,,0
118,2031,impUran,SN,,,,NO,,,,,0
118,2032,impUran,SN,,,,NO,,,,,0
118,2033,impUran,SN,,,,NO,,,,,0
118,2034,impUran,SN,,,,NO,,,,,0
118,2014,impUran,WD,,,,NO,,,,,0
118,2015,impUran,WD,,,,NO,,,,,0
118,2016,impUran,WD,,,,NO,,,,,0
118,2017,impUran,WD,,,,NO,,,,,0
118,2018,impUran,WD,,,,NO,,,,,0
118,2019,impUran,WD,,,,NO,,,,,0
118,2020,impUran,WD,,,,NO,,,,,0
118,2021,impUran,WD,,,,NO,,,,,0
118,2022,impUran,WD,,,,NO,,,,,0
118,2023,impUran,WD,,,,NO,,,,,0
118,2024,impUran,WD,,,,NO,,,,,0
118,2025,impUran,WD,,,,NO,,,,,0
118,2026,impUran,WD,,,,NO,,,,,0
118,2027,impUran,WD,,,,NO,,,,,0
118,2028,impUran,WD,,,,NO,,,,,0
118,2029,impUran,WD,,,,NO,,,,,0
118,2030,impUran,WD,,,,NO,,,,,0
118,2031,impUran,WD,,,,NO,,,,,0
118,2032,impUran,WD,,,,NO,,,,,0
118,2033,impUran,WD,,,,NO,,,,,0
118,2034,impUran,WD,,,,NO,,,,,0
118,2014,impUran,WN,,,,NO,,,,,0
118,2015,impUran,WN,,,,NO,,,,,0
118,2016,impUran,WN,,,,NO,,,,,0
118,2017,impUran,WN,,,,NO,,,,,0
118,2018,impUran,WN,,,,NO,,,,,0
118,2019,impUran,WN,,,,NO,,,,,0
118,2020,impUran,WN,,,,NO,,,,,0
118,2021,impUran,WN,,,,NO,,,,,0
118,2022,impUran,WN,,,,NO,,,,,0
118,2023,impUran,WN,,,,NO,,,,,0
118,2024,impUran,WN,,,,NO,,,,,0
118,2025,impUran,WN,,,,NO,,,,,0
118,2026,impUran,WN,,,,NO,,,,,0
118,2027,impUran,WN,,,,NO,,,,,0
118,2028,impUran,WN,,,,NO,,,,,0
118,2029,impUran,WN,,,,NO,,,,,0
118,2030,impUran,WN,,,,NO,,,,,0
118,2031,impUran,WN,,,,NO,,,,,0
118,2032,impUran,WN,,,,NO,,,,,0
118,2033,impUran,WN,,,,NO,,,,,0
118,2034,impUran,WN,,,,NO,,,,,0
118,2014,riv,ID,,,,NO,,,,,0
118,2015,riv,ID,,,,NO,,,,,0
118,2016,riv,ID,,,,NO,,,,,0
118,2017,riv,ID,,,,NO,,,,,0
118,2018,riv,ID,,,,NO,,,,,0
118,2019,riv,ID,,,,NO,,,,,0
118,2020,riv,ID,,,,NO,,,,,0
118,2021,riv,ID,,,,NO,,,,,0
118,2022,riv,ID,,,,NO,,,,,0
118,2023,riv,ID,,,,NO,,,,,0
118,2024,riv,ID,,,,NO,,,,,0
118,2025,riv,ID,,,,NO,,,,,0
118,2026,riv,ID,,,,NO,,,,,0
118,2027,riv,ID,,,,NO,,,,,0
118,2028,riv,ID,,,,NO,,,,,0
118,2029,riv,ID,,,,NO,,,,,0
118,2030,riv,ID,,,,NO,,,,,0
118,2031,riv,ID,,,,NO,,,,,0
118,2032,riv,ID,,,,NO,,,,,0
118,2033,riv,ID,,,,NO,,,,,0
118,2034,riv,ID,,,,NO,,,,,0
118,2014,riv,IN,,,,NO,,,,,0
118,2015,riv,IN,,,,NO,,,,,0
118,2016,riv,IN,,,,NO,,,,,0
118,2017,riv,IN,,,,NO,,,,,0
118,2018,riv,IN,,,,NO,,,,,0
118,2019,riv,IN,,,,NO,,,,,0
118,2020,riv,IN,,,,NO,,,,,0
118,2021,riv,IN,,,,NO,,,,,0
118,2022,riv,IN,,,,NO,,,,,0
118,2023,riv,IN,,,,NO,,,,,0
118,2024,riv,IN,,,,NO,,,,,0
118,2025,riv,IN,,,,NO,,,,,0
118,2026,riv,IN,,,,NO,,,,,0
118,2027,riv,IN,,,,NO,,,,,0
118,2028,riv,IN,,,,NO,,,,,0
118,2029,riv,IN,,,,NO,,,,,0
118,2030,riv,IN,,,,NO,,,,,0
118,2031,riv,IN,,,,NO,,,,,0
118,2032,riv,IN,,,,NO,,,,,0
118,2033,riv,IN,,,,NO,,,,,0
118,2034,riv,IN,,,,NO,,,,,0
118,2014,riv,SD,,,,NO,,,,,0
118,2015,riv,SD,,,,NO,,,,,0
118,2016,riv,SD,,,,NO,,,,,0
118,2017,riv,SD,,,,NO,,,,,0
118,2018,riv,SD,,,,NO,,,,,0
118,2019,riv,SD,,,,NO,,,,,0
118,2020,riv,SD,,,,NO,,,,,0
118,2021,riv,SD,,,,NO,,,,,0
118,2022,riv,SD,,,,NO,,,,,0
118,2023,riv,SD,,,,NO,,,,,0
118,2024,riv,SD,,,,NO,,,,,0
118,2025,riv,SD,,,,NO,,,,,0
118,2026,riv,SD,,,,NO,,,,,0
118,2027,riv,SD,,,,NO,,,,,0
118,2028,riv,SD,,,,NO,,,,,0
118,2029,riv,SD,,,,NO,,,,,0
118,2030,riv,SD,,,,NO,,,,,0
118,2031,riv,SD,,,,NO,,,,,0
118,2032,riv,SD,,,,NO,,,,,0
118,2033,riv,SD,,,,NO,,,,,0
118,2034,riv,SD,,,,NO,,,,,0
118,2014,riv,SN,,,,NO,,,,,0
118,2015,riv,SN,,,,NO,,,,,0
118,2016,riv,SN,,,,NO,,,,,0
118,2017,riv,SN,,,,NO,,,,,0
118,2018,riv,SN,,,,NO,,,,,0
118,2019,riv,SN,,,,NO,,,,,0
118,2020,riv,SN,,,,NO,,,,,0
118,2021,riv,SN,,,,NO,,,,,0
118,2022,riv,SN,,,,NO,,,,,0
118,2023,riv,SN,,,,NO,,,,,0
118,2024,riv,SN,,,,NO,,,,,0
118,2025,riv,SN,,,,NO,,,,,0
118,2026,riv,SN,,,,NO,,,,,0
118,2027,riv,SN,,,,NO,,,,,0
118,2028,riv,SN,,,,NO,,,,,0
118,2029,riv,SN,,,,NO,,,,,0
118,2030,riv,SN,,,,NO,,,,,0
118,2031,riv,SN,,,,NO,,,,,0
118,2032,riv,SN,,,,NO,,,,,0
118,2033,riv,SN,,,,NO,,,,,0
118,2034,riv,SN,,,,NO,,,,,0
118,2014,riv,WD,,,,NO,,,,,0
118,2015,riv,WD,,,,NO,,,,,0
118,2016,riv,WD,,,,NO,,,,,0
118,2017,riv,WD,,,,NO,,,,,0
118,2018,riv,WD,,,,NO,,,,,0
118,2019,riv,WD,,,,NO,,,,,0
118,2020,riv,WD,,,,NO,,,,,0
118,2021,riv,WD,,,,NO,,,,,0
118,2022,riv,WD,,,,NO,,,,,0
118,2023,riv,WD,,,,NO,,,,,0
118,2024,riv,WD,,,,NO,,,,,0
118,2025,riv,WD,,,,NO,,,,,0
118,2026,riv,WD,,,,NO,,,,,0
118,2027,riv,WD,,,,NO,,,,,0
118,2028,riv,WD,,,,NO,,,,,0
118,2029,riv,WD,,,,NO,,,,,0
118,2030,riv,WD,,,,NO,,,,,0
118,2031,riv,WD,,,,NO,,,,,0
118,2032,riv,WD,,,,NO,,,,,0
118,2033,riv,WD,,,,NO,,,,,0
118,2034,riv,WD,,,,NO,,,,,0
118,2014,riv,WN,,,,NO,,,,,0
118,2015,riv,WN,,,,NO,,,,,0
118,2016,riv,WN,,,,NO,,,,,0
118,2017,riv,WN,,,,NO,,,,,0
118,2018,riv,WN,,,,NO,,,,,0
118,2019,riv,WN,,,,NO,,,,,0
118,2020,riv,WN,,,,NO,,,,,0
118,2021,riv,WN,,,,NO,,,,,0
118,2022,riv,WN,,,,NO,,,,,0
118,2023,riv,WN,,,,NO,,,,,0
118,2024,riv,WN,,,,NO,,,,,0
118,2025,riv,WN,,,,NO,,,,,0
118,2026,riv,WN,,,,NO,,,,,0
118,2027,riv,WN,,,,NO,,,,,0
118,2028,riv,WN,,,,NO,,,,,0
118,2029,riv,WN,,,,NO,,,,,0
118,2030,riv,WN,,,,NO,,,,,0
118,2031,riv,WN,,,,NO,,,,,0
118,2032,riv,WN,,,,NO,,,,,0
118,2033,riv,WN,,,,NO,,,,,0
118,2034,riv,WN,,,,NO,,,,,0
119,2014,tElCo,,,,,NO,,,,,19.518
119,2015,tElCo,,,,,NO,,,,,18.5886
119,2016,tElCo,,,,,NO,,,,,17.7034
119,2017,tElCo,,,,,NO,,,,,13.4883
119,2018,tElCo,,,,,NO,,,,,12.846
119,2019,tElCo,,,,,NO,,,,,12.2343
119,2020,tElCo,,,,,NO,,,,,11.6517
119,2021,tElCo,,,,,NO,,,,,9352.47
119,2022,tElCo,,,,,NO,,,,,514.376
119,2023,tElCo,,,,,NO,,,,,559.004
119,2024,tElCo,,,,,NO,,,,,480.16
119,2025,tElCo,,,,,NO,,,,,471.103
119,2026,tElCo,,,,,NO,,,,,443.865
119,2027,tElCo,,,,,NO,,,,,420.415
119,2028,tElCo,,,,,NO,,,,,401.378
119,2029,tElCo,,,,,NO,,,,,398.107
119,2030,tElCo,,,,,NO,,,,,362.596
119,2031,tElCo,,,,,NO,,,,,344.557
119,2032,tElCo,,,,,NO,,,,,326.682
119,2033,tElCo,,,,,NO,,,,,310.747
119,2034,tElCo,,,,,NO,,,,,296.186
119,2014,tElNu,,,,,NO,,,,,0
119,2015,tElNu,,,,,NO,,,,,0
119,2016,tElNu,,,,,NO,,,,,0
119,2017,tElNu,,,,,NO,,,,,0
119,2018,tElNu,,,,,NO,,,,,0
119,2019,tElNu,,,,,NO,,,,,0
119,2020,tElNu,,,,,NO,,,,,0
119,2021,tElNu,,,,,NO,,,,,0
119,2022,tElNu,,,,,NO,,,,,0
119,2023,tElNu,,,,,NO,,,,,0
119,2024,tElNu,,,,,NO,,,,,0
119,2025,tElNu,,,,,NO,,,,,0
119,2026,tElNu,,,,,NO,,,,,0
119,2027,tElNu,,,,,NO,,,,,0
119,2028,tElNu,,,,,NO,,,,,0
119,2029,tElNu,,,,,NO,,,,,0
119,2030,tElNu,,,,,NO,,,,,0
119,2031,tElNu,,,,,NO,,,,,0
119,2032,tElNu,,,,,NO,,,,,0
119,2033,tElNu,,,,,NO,,,,,0
119,2034,tElNu,,,,,NO,,,,,0
119,2014,tElHy,,,,,NO,,,,,2342.16
119,2015,tElHy,,,,,NO,,,,,2230.63
119,2016,tElHy,,,,,NO,,,,,2124.41
119,2017,tElHy,,,,,NO,,,,,2086.47
119,2018,tElHy,,,,,NO,,,,,1987.12
119,2019,tElHy,,,,,NO,,,,,1892.49
119,2020,tElHy,,,,,NO,,,,,1802.37
119,2021,tElHy,,,,,NO,,,,,1716.55
119,2022,tElHy,,,,,NO,,,,,1634.81
119,2023,tElHy,,,,,NO,,,,,1556.96
119,2024,tElHy,,,,,NO,,,,,1482.82
119,2025,tElHy,,,,,NO,,,,,1412.21
119,2026,tElHy,,,,,NO,,,,,1344.96
119,2027,tElHy,,,,,NO,,,,,1280.91
119,2028,tElHy,,,,,NO,,,,,1219.92
119,2029,tElHy,,,,,NO,,,,,1161.83
119,2030,tElHy,,,,,NO,,,,,1106.5
119,2031,tElHy,,,,,NO,,,,,1053.81
119,2032,tElHy,,,,,NO,,,,,1003.63
119,2033,tElHy,,,,,NO,,,,,955.838
119,2034,tElHy,,,,,NO,,,,,910.322
119,2014,tElPu,,,,,NO,,,,,14.6385
119,2015,tElPu,,,,,NO,,,,,13.9414
119,2016,tElPu,,,,,NO,,,,,13.2776
119,2017,tElPu,,,,,NO,,,,,12.6453
119,2018,tElPu,,,,,NO,,,,,12.0431
119,2019,tElPu,,,,,NO,,,,,11.4697
119,2020,tElPu,,,,,NO,,,,,10.9235
119,2021,tElPu,,,,,NO,,,,,10.4033
119,2022,tElPu,,,,,NO,,,,,9.90793
119,2023,tElPu,,,,,NO,,,,,9.43612
119,2024,tElPu,,,,,NO,,,,,8.98679
119,2025,tElPu,,,,,NO,,,,,8.55884
119,2026,tElPu,,,,,NO,,,,,8.15128
119,2027,tElPu,,,,,NO,,,,,7.76312
119,2028,tElPu,,,,,NO,,,,,7.39345
119,2029,tElPu,,,,,NO,,,,,7.04138
119,2030,tElPu,,,,,NO,,,,,6.70608
119,2031,tElPu,,,,,NO,,,,,6.38674
119,2032,tElPu,,,,,NO,,,,,6.08261
119,2033,tElPu,,,,,NO,,,,,5.79296
119,2034,tElPu,,,,,NO,,,,,5.5171
119,2014,tElDi,,,,,NO,,,,,12477.7
119,2015,tElDi,,,,,NO,,,,,607.268
119,2016,tElDi,,,,,NO,,,,,523.661
119,2017,tElDi,,,,,NO,,,,,484.852
119,2018,tElDi,,,,,NO,,,,,462.116
119,2019,tElDi,,,,,NO,,,,,440.247
119,2020,tElDi,,,,,NO,,,,,475.285
119,2021,tElDi,,,,,NO,,,,,342.566
119,2022,tElDi,,,,,NO,,,,,326.055
119,2023,tElDi,,,,,NO,,,,,310.529
119,2024,tElDi,,,,,NO,,,,,295.562
119,2025,tElDi,,,,,NO,,,,,281.659
119,2026,tElDi,,,,,NO,,,,,268.247
119,2027,tElDi,,,,,NO,,,,,255.628
119,2028,tElDi,,,,,NO,,,,,243.455
119,2029,tElDi,,,,,NO,,,,,232.003
119,2030,tElDi,,,,,NO,,,,,220.955
119,2031,tElDi,,,,,NO,,,,,210.561
119,2032,tElDi,,,,,NO,,,,,200.535
119,2033,tElDi,,,,,NO,,,,,191.101
119,2034,tElDi,,,,,NO,,,,,180.898
119,2014,impDi,,,,,NO,,,,,7030.68
119,2015,impDi,,,,,NO,,,,,6747.85
119,2016,impDi,,,,,NO,,,,,6440.66
119,2017,impDi,,,,,NO,,,,,6029.31
119,2018,impDi,,,,,NO,,,,,5792.59
119,2019,impDi,,,,,NO,,,,,5528.42
119,2020,impDi,,,,,NO,,,,,5306.42
119,2021,impDi,,,,,NO,,,,,0
119,2022,impDi,,,,,NO,,,,,0
119,2023,impDi,,,,,NO,,,,,0
119,2024,impDi,,,,,NO,,,,,0
119,2025,impDi,,,,,NO,,,,,0
119,2026,impDi,,,,,NO,,,,,0
119,2027,impDi,,,,,NO,,,,,0
119,2028,impDi,,,,,NO,,,,,0
119,2029,impDi,,,,,NO,,,,,0
119,2030,impDi,,,,,NO,,,,,0
119,2031,impDi,,,,,NO,,,,,0
119,2032,impDi,,,,,NO,,,,,0
119,2033,impDi,,,,,NO,,,,,0
119,2034,impDi,,,,,NO,,,,,0
119,2014,impCo,,,,,NO,,,,,0
119,2015,impCo,,,,,NO,,,,,0
119,2016,impCo,,,,,NO,,,,,0
119,2017,impCo,,,,,NO,,,,,0
119,2018,impCo,,,,,NO,,,,,0
119,2019,impCo,,,,,NO,,,,,0
119,2020,impCo,,,,,NO,,,,,0
119,2021,impCo,,,,,NO,,,,,942.723
119,2022,impCo,,,,,NO,,,,,902.314
119,2023,impCo,,,,,NO,,,,,866.423
119,2024,impCo,,,,,NO,,,,,831.53
119,2025,impCo,,,,,NO,,,,,797.996
119,2026,impCo,,,,,NO,,,,,766.109
119,2027,impCo,,,,,NO,,,,,735.126
119,2028,impCo,,,,,NO,,,,,705.665
119,2029,impCo,,,,,NO,,,,,677.049
119,2030,impCo,,,,,NO,,,,,649.838
119,2031,impCo,,,,,NO,,,,,623.683
119,2032,impCo,,,,,NO,,,,,598.293
119,2033,impCo,,,,,NO,,,,,574.147
119,2034,impCo,,,,,NO,,,,,548.994
119,2014,impOil,,,,,NO,,,,,0
119,2015,impOil,,,,,NO,,,,,0
119,2016,impOil,,,,,NO,,,,,0
119,2017,impOil,,,,,NO,,,,,0
119,2018,impOil,,,,,NO,,,,,0
119,2019,impOil,,,,,NO,,,,,0
119,2020,impOil,,,,,NO,,,,,0
119,2021,impOil,,,,,NO,,,,,0
119,2022,impOil,,,,,NO,,,,,0
119,2023,impOil,,,,,NO,,,,,0
119,2024,impOil,,,,,NO,,,,,0
119,2025,impOil,,,,,NO,,,,,0
119,2026,impOil,,,,,NO,,,,,0
119,2027,impOil,,,,,NO,,,,,0
119,2028,impOil,,,,,NO,,,,,0
119,2029,impOil,,,,,NO,,,,,0
119,2030,impOil,,,,,NO,,,,,0
119,2031,impOil,,,,,NO,,,,,0
119,2032,impOil,,,,,NO,,,,,0
119,2033,impOil,,,,,NO,,,,,0
119,2034,impOil,,,,,NO,,,,,0
119,2014,impUran,,,,,NO,,,,,0
119,2015,impUran,,,,,NO,,,,,0
119,2016,impUran,,,,,NO,,,,,0
119,2017,impUran,,,,,NO,,,,,0
119,2018,impUran,,,,,NO,,,,,0
119,2019,impUran,,,,,NO,,,,,0
119,2020,impUran,,,,,NO,,,,,0
119,2021,impUran,,,,,NO,,,,,0
119,2022,impUran,,,,,NO,,,,,0
119,2023,impUran,,,,,NO,,,,,0
119,2024,impUran,,,,,NO,,,,,0
119,2025,impUran,,,,,NO,,,,,0
119,2026,impUran,,,,,NO,,,,,0
119,2027,impUran,,,,,NO,,,,,0
119,2028,impUran,,,,,NO,,,,,0
119,2029,impUran,,,,,NO,,,,,0
119,2030,impUran,,,,,NO,,,,,0
119,2031,impUran,,,,,NO,,,,,0
119,2032,impUran,,,,,NO,,,,,0
119,2033,impUran,,,,,NO,,,,,0
119,2034,impUran,,,,,NO,,,,,0
119,2014,riv,,,,,NO,,,,,0.00626529
119,2015,riv,,,,,NO,,,,,0.00596694
119,2016,riv,,,,,NO,,,,,0.0056828
119,2017,riv,,,,,NO,,,,,0.00558055
119,2018,riv,,,,,NO,,,,,0.00531481
119,2019,riv,,,,,NO,,,,,0.00506173
119,2020,riv,,,,,NO,,,,,0.00482069
119,2021,riv,,,,,NO,,,,,0.00459114
119,2022,riv,,,,,NO,,,,,0.00437251
119,2023,riv,,,,,NO,,,,,0.0041643
119,2024,riv,,,,,NO,,,,,0.003966
119,2025,riv,,,,,NO,,,,,0.00377714
119,2026,riv,,,,,NO,,,,,0.00359728
119,2027,riv,,,,,NO,,,,,0.00342598
119,2028,riv,,,,,NO,,,,,0.00326283
119,2029,riv,,,,,NO,,,,,0.00310746
119,2030,riv,,,,,NO,,,,,0.00295949
119,2031,riv,,,,,NO,,,,,0.00281856
119,2032,riv,,,,,NO,,,,,0.00268434
119,2033,riv,,,,,NO,,,,,0.00255652
119,2034,riv,,,,,NO,,,,,0.00242407
120,2014,,,,,,NO,,,,,21884.7
120,2015,,,,,,NO,,,,,9618.29
120,2016,,,,,,NO,,,,,9119.72
120,2017,,,,,,NO,,,,,8626.77
120,2018,,,,,,NO,,,,,8266.72
120,2019,,,,,,NO,,,,,7884.87
120,2020,,,,,,NO,,,,,7606.66
120,2021,,,,,,NO,,,,,12364.7
120,2022,,,,,,NO,,,,,3387.46
120,2023,,,,,,NO,,,,,3302.36
120,2024,,,,,,NO,,,,,3099.06
120,2025,,,,,,NO,,,,,2971.53
120,2026,,,,,,NO,,,,,2831.34
120,2027,,,,,,NO,,,,,2699.85
120,2028,,,,,,NO,,,,,2577.81
120,2029,,,,,,NO,,,,,2476.03
120,2030,,,,,,NO,,,,,2346.6
120,2031,,,,,,NO,,,,,2239
120,2032,,,,,,NO,,,,,2135.22
120,2033,,,,,,NO,,,,,2037.63
120,2034,,,,,,NO,,,,,1941.92
121,,,,,,,NO,,,,,119418
122,2014,,,,,,NO,,,,,1554.39
122,2015,,,,,,NO,,,,,1557.67
122,2016,,,,,,NO,,,,,1558.01
122,2017,,,,,,NO,,,,,1586.41
122,2018,,,,,,NO,,,,,1586.1
122,2019,,,,,,NO,,,,,1586.1
122,2020,,,,,,NO,,,,,1589.5
122,2021,,,,,,NO,,,,,2101.51
122,2022,,,,,,NO,,,,,2103.14
122,2023,,,,,,NO,,,,,2106.83
122,2024,,,,,,NO,,,,,2110
122,2025,,,,,,NO,,,,,2113.8
122,2026,,,,,,NO,,,,,2117.49
122,2027,,,,,,NO,,,,,2121.3
122,2028,,,,,,NO,,,,,2124.99
122,2029,,,,,,NO,,,,,2128.79
122,2030,,,,,,NO,,,,,2132.48
