Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 08-03-2014,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms?,EE,ELE,LT
26-03-2012,12 - 13,"28,97","28,38","28,38","28,38","28,38","38,92","39,90","39,90","28,38","28,38","28,38","28,38","28,38","28,38","43,69",,
26-03-2012,13 - 14,"28,48","28,05","28,05","28,05","28,05","30,60","38,10","38,10","28,05","28,05","28,05","28,05","28,05","28,05","43,59",,
26-03-2012,14 - 15,"27,97","27,69","27,69","27,69","27,69","28,77","35,10","35,10","27,69","27,69","27,69","27,69","27,69","27,69","43,57",,
26-03-2012,15 - 16,"27,78","27,40","27,40","27,40","27,40","33,41","35,00","35,00","27,40","27,40","27,40","27,40","27,40","27,40","43,49",,
26-03-2012,16 - 17,"27,56","27,11","27,11","27,11","27,11","31,19","37,50","37,50","27,11","27,11","27,11","27,11","27,11","27,11","43,02",,
26-03-2012,17 - 18,"27,74","27,10","27,10","27,10","27,10","32,98","40,70","40,70","27,10","27,10","27,10","27,10","27,10","27,10","42,91",,
26-03-2012,18 - 19,"28,21","27,45","27,45","27,45","27,45","38,95","38,17","38,17","27,45","27,45","27,45","27,45","27,45","27,45","43,12",,
26-03-2012,19 - 20,"28,27","27,67","27,67","27,67","27,67","34,53","37,94","37,94","27,67","27,67","27,67","27,67","27,67","27,67","44,11",,
26-03-2012,20 - 21,"27,92","27,61","27,61","27,61","27,61","33,00","37,75","37,75","27,61","27,61","27,61","27,61","27,61","27,61","43,05",,
26-03-2012,21 - 22,"27,33","27,24","27,24","27,24","27,24","27,24","32,65","32,65","27,24","27,24","27,24","27,24","27,24","27,24","39,81",,
26-03-2012,22 - 23,"26,48","26,10","26,10","26,10","26,10","30,01","26,10","26,10","26,10","26,10","26,10","26,10","26,10","26,10","33,06",,
26-03-2012,23 - 00,"24,20","24,21","24,21","24,21","24,21","24,21","24,21","24,21","24,21","24,21","24,21","24,21","24,21","24,21","24,21",,
27-03-2012,00 - 01,"23,37","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36",,
27-03-2012,01 - 02,"22,25","22,24","22,24","22,24","22,24","22,24","22,24","22,24","22,24","22,24","22,24","22,24","22,24","22,24","22,24",,
27-03-2012,02 - 03,"22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79","22,79",,
27-03-2012,03 - 04,"21,37","21,28","21,28","21,28","21,28","21,98","21,28","21,28","21,28","21,28","21,28","21,28","21,28","21,28","21,98",,
27-03-2012,04 - 05,"23,23","23,10","23,10","23,10","23,10","24,46","23,10","23,10","23,10","23,10","23,10","23,10","23,10","23,10","24,46",,
27-03-2012,05 - 06,"25,16","24,55","24,55","24,55","24,55","38,10","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","38,10",,
27-03-2012,06 - 07,"27,33","26,46","26,46","26,46","26,46","42,23","32,64","32,64","26,46","26,46","26,46","26,46","26,46","26,46","42,23",,
27-03-2012,07 - 08,"29,21","28,05","28,05","28,05","28,05","43,11","41,87","41,87","28,05","28,05","28,05","28,05","28,05","28,05","43,11",,
27-03-2012,08 - 09,"31,18","28,50","28,50","28,50","43,26","42,07","44,53","44,53","28,50","28,50","28,50","28,50","28,50","28,23","42,07",,
27-03-2012,09 - 10,"30,02","28,27","28,27","28,27","44,25","39,84","44,55","44,55","28,27","28,27","28,27","28,27","28,27","28,22","39,84",,
27-03-2012,10 - 11,"29,25","28,05","28,05","28,05","38,79","39,81","46,90","46,90","28,05","28,05","28,05","28,05","28,05","28,05","39,81",,
27-03-2012,11 - 12,"28,70","27,72","27,72","27,72","39,82","39,88","44,30","44,30","27,72","27,72","27,72","27,72","27,72","27,72","39,88",,
27-03-2012,12 - 13,"28,23","27,47","27,47","27,47","27,47","38,99","38,20","38,20","27,47","27,47","27,47","27,47","27,47","27,47","39,90",,
27-03-2012,13 - 14,"27,87","27,26","27,26","27,26","27,26","39,83","36,40","36,40","27,26","27,26","27,26","27,26","27,26","27,26","39,83",,
27-03-2012,14 - 15,"27,57","27,06","27,06","27,06","27,06","38,99","34,00","34,00","27,06","27,06","27,06","27,06","27,06","27,06","38,99",,
27-03-2012,15 - 16,"27,21","26,38","26,38","26,38","26,38","32,73","34,60","34,60","26,38","26,38","26,38","26,38","26,38","26,38","39,87",,
27-03-2012,16 - 17,"27,10","26,17","26,17","26,17","26,17","33,81","35,43","35,43","26,17","26,17","26,17","26,17","26,17","26,17","39,86",,
27-03-2012,17 - 18,"27,25","26,27","26,27","26,27","26,27","35,57","37,53","37,53","26,27","26,27","26,27","26,27","26,27","26,27","39,87",,
27-03-2012,18 - 19,"27,81","27,01","27,01","27,01","27,01","38,99","37,80","37,80","27,01","27,01","27,01","27,01","27,01","27,01","39,83",,
27-03-2012,19 - 20,"28,08","27,12","27,12","27,12","27,12","43,58","38,10","38,10","27,12","27,12","27,12","27,12","27,12","27,12","43,58",,
27-03-2012,20 - 21,"28,13","27,16","27,16","27,16","27,16","39,81","50,58","50,58","27,16","27,16","27,16","27,16","27,16","27,16","39,81",,
27-03-2012,21 - 22,"27,35","26,35","26,35","26,35","26,35","41,97","38,19","38,19","26,35","26,35","26,35","26,35","26,35","26,35","41,97",,
27-03-2012,22 - 23,"25,92","25,43","25,43","25,43","25,43","34,86","32,32","32,32","25,43","25,43","25,43","25,43","25,43","25,43","34,86",,
27-03-2012,23 - 00,"24,47","24,06","24,06","24,06","24,06","32,71","24,06","24,06","24,06","24,06","24,06","24,06","24,06","24,06","32,71",,
28-03-2012,00 - 01,"23,54","23,59","23,59","23,59","23,59","23,59","23,59","23,59","23,59","23,59","23,59","23,59","23,59","23,59","23,59",,
28-03-2012,01 - 02,"23,12","23,22","23,22","23,22","23,22","23,22","23,22","23,22","23,22","23,22","23,22","23,22","23,22","23,22","23,22",,
28-03-2012,02 - 03,"22,83","22,91","22,91","22,91","22,91","22,91","22,91","22,91","22,91","22,91","22,91","22,91","22,91","22,91","22,91",,
28-03-2012,03 - 04,"21,50","21,57","21,57","21,57","21,57","21,57","21,57","21,57","21,57","21,57","21,57","21,57","21,57","21,57","21,57",,
28-03-2012,04 - 05,"23,22","23,06","23,06","23,06","23,06","27,97","23,06","23,06","23,06","23,06","23,06","23,06","23,06","23,06","27,97",,
28-03-2012,05 - 06,"25,53","24,66","24,66","24,66","24,66","38,20","24,66","24,66","24,66","24,66","24,66","24,66","24,66","24,66","38,20",,
28-03-2012,06 - 07,"27,39","26,35","26,35","26,35","26,35","39,50","33,01","33,01","26,35","26,35","26,35","26,35","26,35","26,35","39,50",,
28-03-2012,07 - 08,"29,04","28,40","28,40","28,40","28,40","39,04","35,04","35,04","28,40","28,40","28,40","28,40","28,40","28,40","42,36",,
28-03-2012,08 - 09,"29,51","28,65","28,65","28,65","28,65","39,10","35,68","35,68","28,65","28,65","28,65","28,65","28,65","28,65","43,61",,
28-03-2012,09 - 10,"29,01","28,39","28,39","28,39","28,39","39,07","35,36","35,36","28,39","28,39","28,39","28,39","28,39","28,39","43,26",,
28-03-2012,10 - 11,"28,60","28,10","28,10","28,10","28,10","38,12","34,77","34,77","28,10","28,10","28,10","28,10","28,10","28,10","42,85",,
28-03-2012,11 - 12,"28,13","27,59","27,59","27,59","27,59","38,11","33,14","33,14","27,59","27,59","27,59","27,59","27,59","27,59","42,23",,
28-03-2012,12 - 13,"27,32","26,79","26,79","26,79","26,79","41,91","26,79","26,79","26,79","26,79","26,79","26,79","26,79","26,79","42,33",,
28-03-2012,13 - 14,"26,66","26,44","26,44","26,44","26,44","29,72","26,44","26,44","26,44","26,44","26,44","26,44","26,44","26,44","39,88",,
28-03-2012,14 - 15,"25,38","25,14","25,14","25,14","25,14","28,65","25,14","25,14","25,14","25,14","25,14","25,14","25,14","25,14","39,87",,
28-03-2012,15 - 16,"25,02","24,39","24,39","24,39","24,39","33,96","24,39","24,39","24,39","24,39","24,39","24,39","24,39","24,39","39,85",,
28-03-2012,16 - 17,"24,36","23,89","23,89","23,89","23,89","33,94","23,89","23,89","23,89","23,89","23,89","23,89","23,89","23,89","39,81",,
28-03-2012,17 - 18,"24,47","23,93","23,93","23,93","23,93","33,24","23,93","23,93","23,93","23,93","23,93","23,93","23,93","23,93","39,82",,
28-03-2012,18 - 19,"24,97","24,06","24,06","24,06","24,06","39,83","24,06","24,06","24,06","24,06","24,06","24,06","24,06","24,06","39,83",,
28-03-2012,19 - 20,"25,18","24,65","24,65","24,65","24,65","35,18","24,65","24,65","24,65","24,65","24,65","24,65","24,65","24,65","37,51",,
28-03-2012,20 - 21,"25,04","24,78","24,78","24,78","24,78","30,28","24,78","24,78","24,78","24,78","24,78","24,78","24,78","24,78","35,09",,
28-03-2012,21 - 22,"24,34","24,13","24,13","24,13","24,13","29,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","24,13","29,13",,
28-03-2012,22 - 23,"23,56","23,06","23,06","23,06","23,06","32,97","23,06","23,06","23,06","23,06","23,06","23,06","23,06","23,06","32,97",,
28-03-2012,23 - 00,"21,97","21,56","21,56","21,56","21,56","29,89","21,56","21,56","21,56","21,56","21,56","21,56","21,56","21,56","29,89",,
29-03-2012,00 - 01,"18,54","17,67","17,67","17,67","17,67","24,71","17,67","17,67","17,67","17,67","17,67","17,67","17,67","17,67","24,71",,
29-03-2012,01 - 02,"17,03","16,59","16,59","16,59","16,59","19,07","16,59","16,59","16,59","16,59","16,59","16,59","16,59","16,59","19,07",,
29-03-2012,02 - 03,"16,42","16,14","16,14","16,14","16,14","17,68","16,14","16,14","16,14","16,14","16,14","16,14","16,14","16,14","17,68",,
29-03-2012,03 - 04,"15,30","14,94","14,94","14,94","14,94","18,72","14,94","14,94","14,94","14,94","14,94","14,94","14,94","14,94","18,72",,
29-03-2012,04 - 05,"15,64","14,20","14,20","14,20","14,20","24,00","14,20","14,20","14,20","14,20","14,20","14,20","14,20","14,20","24,00",,
29-03-2012,05 - 06,"23,14","22,28","22,28","22,28","22,28","31,51","22,28","22,28","22,28","22,28","22,28","22,28","22,28","22,28","31,51",,
29-03-2012,06 - 07,"24,98","24,36","24,36","24,36","24,36","38,19","24,36","24,36","24,36","24,36","24,36","24,36","24,36","24,36","39,82",,
29-03-2012,07 - 08,"27,39","26,71","26,71","26,71","26,71","38,18","26,71","26,71","26,71","26,71","26,71","26,71","26,71","26,71","39,90",,
29-03-2012,08 - 09,"28,24","27,25","27,25","27,25","27,25","42,34","27,25","27,25","27,25","27,25","27,25","27,25","27,25","27,25","42,34",,
29-03-2012,09 - 10,"27,71","26,94","26,94","26,94","26,94","42,28","26,94","26,94","26,94","26,94","26,94","26,94","26,94","26,94","42,28",,
29-03-2012,10 - 11,"27,56","26,77","26,77","26,77","26,77","39,64","26,77","26,77","26,77","26,77","26,77","26,77","26,77","26,77","39,89",,
29-03-2012,11 - 12,"27,25","26,21","26,21","26,21","26,21","39,89","26,21","26,21","26,21","26,21","26,21","26,21","26,21","26,21","39,89",,
29-03-2012,12 - 13,"26,60","25,77","25,77","25,77","25,77","38,15","25,77","25,77","25,77","25,77","25,77","25,77","25,77","25,77","39,90",,
29-03-2012,13 - 14,"25,80","25,12","25,12","25,12","25,12","38,12","25,12","25,12","25,12","25,12","25,12","25,12","25,12","25,12","38,12",,
29-03-2012,14 - 15,"25,07","24,55","24,55","24,55","24,55","37,72","24,55","24,55","24,55","24,55","24,55","24,55","24,55","24,55","37,72",,
29-03-2012,15 - 16,"24,93","24,47","24,47","24,47","24,47","37,23","24,47","24,47","24,47","24,47","24,47","24,47","24,47","24,47","39,88",,
29-03-2012,16 - 17,"25,26","24,83","24,83","24,83","24,83","35,02","24,83","24,83","24,83","24,83","24,83","24,83","24,83","24,83","39,85",,
29-03-2012,17 - 18,"25,04","24,69","24,69","24,69","24,69","32,44","24,69","24,69","24,69","24,69","24,69","24,69","24,69","24,69","39,85",,
29-03-2012,18 - 19,"25,63","25,04","25,04","25,04","25,04","38,12","25,04","25,04","25,04","25,04","25,04","25,04","25,04","25,04","39,85",,
29-03-2012,19 - 20,"26,02","25,36","25,36","25,36","25,36","38,13","25,36","25,36","25,36","25,36","25,36","25,36","25,36","25,36","39,81",,
29-03-2012,20 - 21,"26,12","25,66","25,66","25,66","25,66","31,15","25,66","25,66","25,66","25,66","25,66","25,66","25,66","25,66","38,88",,
29-03-2012,21 - 22,"25,54","25,26","25,26","25,26","25,26","30,05","25,26","25,26","25,26","25,26","25,26","25,26","25,26","25,26","30,05",,
29-03-2012,22 - 23,"24,74","24,43","24,43","24,43","24,43","30,48","24,43","24,43","24,43","24,43","24,43","24,43","24,43","24,43","30,48",,
29-03-2012,23 - 00,"23,45","23,28","23,28","23,28","23,28","25,68","23,28","23,28","23,28","23,28","23,28","23,28","23,28","23,28","25,68",,
30-03-2012,00 - 01,"21,08","20,69","20,69","20,69","20,69","27,10","16,20","20,69","20,69","20,69","20,69","20,69","20,69","20,69","27,10",,
30-03-2012,01 - 02,"18,80","18,43","18,43","18,43","18,43","21,44","18,43","18,43","18,43","18,43","18,43","18,43","18,43","18,43","21,44",,
30-03-2012,02 - 03,"18,27","17,99","17,99","17,99","17,99","20,37","17,99","17,99","17,99","17,99","17,99","17,99","17,99","17,99","20,37",,
30-03-2012,03 - 04,"17,13","16,20","16,20","16,20","16,20","21,47","16,20","16,20","16,20","16,20","16,20","16,20","16,20","16,20","21,47",,
30-03-2012,04 - 05,"18,54","17,55","17,55","17,55","17,55","30,73","17,15","17,55","17,55","17,55","17,55","17,55","17,55","17,55","30,73",,
30-03-2012,05 - 06,"23,75","22,98","22,98","22,98","22,98","42,94","23,39","22,98","22,98","22,98","22,98","22,98","22,98","22,98","42,94",,
30-03-2012,06 - 07,"25,93","25,17","25,17","25,17","25,17","43,32","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","43,32",,
30-03-2012,07 - 08,"29,04","28,05","28,05","28,05","28,05","44,03","28,05","28,05","28,05","28,05","28,05","28,05","28,05","28,05","44,03",,
30-03-2012,08 - 09,"29,33","28,82","28,82","28,82","28,82","44,03","28,82","28,82","28,82","28,82","28,82","28,82","28,82","28,82","44,03",,
30-03-2012,09 - 10,"29,18","28,55","28,55","28,55","28,55","44,00","28,55","28,55","28,55","28,55","28,55","28,55","28,55","28,55","44,00",,
30-03-2012,10 - 11,"29,07","28,28","28,28","28,28","28,28","39,89","28,28","28,28","28,28","28,28","28,28","28,28","28,28","28,28","39,89",,
30-03-2012,11 - 12,"28,49","27,51","27,51","27,51","27,51","41,93","27,51","27,51","27,51","27,51","27,51","27,51","27,51","27,51","41,93",,
30-03-2012,12 - 13,"27,69","26,86","26,86","26,86","26,86","38,19","26,86","26,86","26,86","26,86","26,86","26,86","26,86","26,86","38,19",,
30-03-2012,13 - 14,"26,69","26,30","26,30","26,30","26,30","35,14","26,30","26,30","26,30","26,30","26,30","26,30","26,30","26,30","35,14",,
30-03-2012,14 - 15,"25,80","25,46","25,46","25,46","25,46","37,39","25,46","25,46","25,46","25,46","25,46","25,46","25,46","25,46","39,83",,
30-03-2012,15 - 16,"25,41","24,89","24,89","24,89","24,89","39,83","24,89","24,89","24,89","24,89","24,89","24,89","24,89","24,89","39,83",,
30-03-2012,16 - 17,"24,96","24,51","24,51","24,51","24,51","39,82","24,51","24,51","24,51","24,51","24,51","24,51","24,51","24,51","39,82",,
30-03-2012,17 - 18,"24,96","24,52","24,52","24,52","24,52","39,43","24,52","24,52","24,52","24,52","24,52","24,52","24,52","24,52","39,43",,
30-03-2012,18 - 19,"25,66","24,88","24,88","24,88","24,88","40,24","24,88","24,88","24,88","24,88","24,88","24,88","24,88","24,88","40,24",,
30-03-2012,19 - 20,"25,73","25,17","25,17","25,17","25,17","38,19","25,17","25,17","25,17","25,17","25,17","25,17","25,17","25,17","38,19",,
30-03-2012,20 - 21,"25,72","25,14","25,14","25,14","25,14","38,18","25,14","25,14","25,14","25,14","25,14","25,14","25,14","25,14","38,18",,
30-03-2012,21 - 22,"25,11","24,79","24,79","24,79","24,79","38,10","24,79","24,79","24,79","24,79","24,79","24,79","24,79","24,79","38,10",,
30-03-2012,22 - 23,"24,43","24,15","24,15","24,15","24,15","34,16","24,15","24,15","24,15","24,15","24,15","24,15","24,15","24,15","34,16",,
30-03-2012,23 - 00,"23,13","22,63","22,63","22,63","22,63","30,61","22,63","22,63","22,63","22,63","22,63","22,63","22,63","22,63","30,61",,
31-03-2012,00 - 01,"22,41","22,04","22,04","22,04","22,04","29,77","15,10","22,04","22,04","22,04","22,04","22,04","22,04","22,04","29,77",,
31-03-2012,01 - 02,"19,97","19,01","19,01","19,01","19,01","27,36","12,00","12,00","20,23","20,23","20,23","19,01","19,01","19,01","27,36",,
31-03-2012,02 - 03,"18,66","18,43","18,43","18,43","18,43","26,19","5,10","5,10","18,43","18,43","18,43","18,43","18,43","18,43","26,19",,
31-03-2012,03 - 04,"18,25","17,99","17,99","17,99","17,99","26,17","4,10","4,10","17,99","17,99","17,99","17,99","17,99","17,99","26,17",,
31-03-2012,04 - 05,"18,26","18,05","18,05","18,05","18,05","25,50","1,90","1,90","18,05","18,05","18,05","18,05","18,05","18,05","25,50",,
31-03-2012,05 - 06,"18,99","18,55","18,55","18,55","18,55","26,25","5,00","5,00","18,55","18,55","18,55","18,55","18,55","18,55","26,25",,
31-03-2012,06 - 07,"19,64","18,30","18,30","18,30","18,30","25,89","-3,00","-3,00","21,35","21,35","21,35","18,30","18,30","18,30","25,89",,
31-03-2012,07 - 08,"21,98","21,38","21,38","21,38","21,38","29,91","21,38","21,38","21,38","21,38","21,38","21,38","21,38","21,38","29,91",,
31-03-2012,08 - 09,"24,24","23,71","23,71","23,71","23,71","33,20","23,71","23,71","23,71","23,71","23,71","23,71","23,71","23,71","39,84",,
31-03-2012,09 - 10,"25,33","24,87","24,87","24,87","24,87","32,27","24,87","24,87","24,87","24,87","24,87","24,87","24,87","24,87","39,85",,
31-03-2012,10 - 11,"25,41","24,97","24,97","24,97","24,97","30,86","24,97","24,97","24,97","24,97","24,97","24,97","24,97","24,97","39,85",,
31-03-2012,11 - 12,"24,68","24,54","24,54","24,54","24,54","30,31","24,54","24,54","24,54","24,54","24,54","24,54","24,54","24,54","39,84",,
31-03-2012,12 - 13,"23,90","23,80","23,80","23,80","23,80","29,91","23,80","23,80","23,80","23,80","23,80","23,80","23,80","23,80","39,82",,
31-03-2012,13 - 14,"21,74","21,22","21,22","21,22","21,22","29,91","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","39,83",,
31-03-2012,14 - 15,"21,59","20,71","20,71","20,71","20,71","30,88","20,71","20,71","20,71","20,71","20,71","20,71","20,71","20,71","39,82",,
31-03-2012,15 - 16,"21,51","20,02","20,02","20,02","20,02","33,79","20,02","20,02","20,02","20,02","20,02","20,02","20,02","20,02","39,82",,
31-03-2012,16 - 17,"21,91","20,31","20,31","20,31","20,31","36,26","20,31","20,31","20,31","20,31","20,31","20,31","20,31","20,31","39,80",,
31-03-2012,17 - 18,"23,34","22,12","22,12","22,12","22,12","35,64","17,40","22,12","22,12","22,12","22,12","22,12","22,12","22,12","39,80",,
31-03-2012,18 - 19,"25,75","24,58","24,58","24,58","24,58","38,19","29,30","24,58","24,58","24,58","24,58","24,58","24,58","24,58","39,81",,
31-03-2012,19 - 20,"27,24","26,16","26,16","26,16","26,16","38,19","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16","39,89",,
31-03-2012,20 - 21,"27,35","26,57","26,57","26,57","26,57","38,11","26,57","26,57","26,57","26,57","26,57","26,57","26,57","26,57","44,02",,
31-03-2012,21 - 22,"27,25","26,58","26,58","26,58","26,58","38,14","26,58","26,58","26,58","26,58","26,58","26,58","26,58","26,58","39,86",,
31-03-2012,22 - 23,"27,03","26,19","26,19","26,19","26,19","36,34","26,19","26,19","26,19","26,19","26,19","26,19","26,19","26,19","36,34",,
31-03-2012,23 - 00,"26,57","26,05","26,05","26,05","26,05","31,68","26,05","26,05","26,05","26,05","26,05","26,05","26,05","26,05","31,68",,
1/4/2012,00 - 01,"27,34","27,03","27,03","27,03","27,03","30,18","27,03","27,03","27,03","27,03","27,03","27,03","27,03","27,03","30,18",,
1/4/2012,01 - 02,"24,76","24,53","24,53","24,53","24,53","29,76","24,53","24,53","24,53","24,53","24,53","24,53","24,53","24,53","29,76",,
