Time,Oslo,Krs,Bergen,Molde,Trh,Tromso
2013-04-10 16:00:00,51.16,51.16,51.16,51.16,51.16,51.16
2013-04-10 17:00:00,53.72,53.72,53.72,53.72,53.72,53.72
2013-04-10 18:00:00,53.87,53.87,53.87,53.87,53.87,53.87
2013-04-10 19:00:00,54.13,54.13,54.13,54.13,54.13,54.13
2013-04-10 20:00:00,55.04,55.04,55.04,55.04,55.04,55.04
2013-04-10 21:00:00,54.16,54.16,54.16,54.16,54.16,54.16
2013-04-10 22:00:00,51.96,51.96,51.96,51.96,51.96,51.96
2013-04-10 23:00:00,51.21,51.21,51.21,48.75,48.75,48.75
2013-04-11 00:00:00,51.33,51.33,51.33,46.97,46.97,46.97
2013-04-11 01:00:00,50.25,50.25,50.25,46.15,46.15,46.15
2013-04-11 02:00:00,49.76,49.76,49.76,46.22,46.22,46.22
2013-04-11 03:00:00,49.46,49.46,49.46,46.90,46.90,46.90
2013-04-11 04:00:00,49.53,49.53,49.53,48.13,48.13,48.13
2013-04-11 05:00:00,50.58,50.58,50.58,50.58,50.58,50.58
2013-04-11 06:00:00,53.17,53.17,53.17,53.17,53.17,53.17
2013-04-11 07:00:00,66.97,66.97,66.97,66.97,66.97,66.97
2013-04-11 08:00:00,74.86,74.86,74.86,74.86,74.86,74.86
2013-04-11 09:00:00,64.73,64.73,64.73,64.73,64.73,64.73
2013-04-11 10:00:00,62.00,62.00,62.00,62.00,62.00,62.00
2013-04-11 11:00:00,55.76,55.76,55.76,55.76,55.76,55.76
2013-04-11 12:00:00,55.00,55.00,55.00,55.00,55.00,55.00
2013-04-11 13:00:00,54.47,54.47,54.47,54.47,54.47,54.47
2013-04-11 14:00:00,52.81,52.81,52.81,52.81,52.81,52.81
2013-04-11 15:00:00,52.17,52.17,52.17,52.17,52.17,52.17
2013-04-11 16:00:00,51.23,51.23,51.23,51.23,51.23,51.23
2013-04-11 17:00:00,52.29,52.29,52.29,52.29,52.29,52.29
2013-04-11 18:00:00,52.42,52.42,52.42,52.42,52.42,52.42
2013-04-11 19:00:00,52.10,52.10,52.10,52.10,52.10,52.10
2013-04-11 20:00:00,52.57,52.57,52.57,52.57,52.57,52.57
2013-04-11 21:00:00,52.43,52.43,52.43,52.43,52.43,52.43
2013-04-11 22:00:00,50.90,50.90,50.90,50.46,50.46,50.46
2013-04-11 23:00:00,51.94,51.94,51.94,46.45,46.45,46.45
2013-04-12 00:00:00,51.86,51.86,51.86,46.79,46.79,46.79
2013-04-12 01:00:00,51.18,51.18,51.18,45.24,45.24,45.24
2013-04-12 02:00:00,49.72,49.72,49.72,45.62,45.62,45.62
2013-04-12 03:00:00,49.73,49.73,49.73,45.68,45.68,45.68
2013-04-12 04:00:00,49.93,49.93,49.93,47.84,47.84,47.84
2013-04-12 05:00:00,51.52,51.52,51.52,51.52,51.52,51.52
2013-04-12 06:00:00,51.86,51.86,51.86,51.86,51.86,51.86
2013-04-12 07:00:00,57.19,57.19,57.19,57.19,57.19,57.19
2013-04-12 08:00:00,71.15,71.15,71.15,71.15,71.15,71.15
2013-04-12 09:00:00,62.30,62.30,62.30,62.30,62.30,62.30
2013-04-12 10:00:00,57.98,57.98,57.98,57.98,57.98,57.98
2013-04-12 11:00:00,55.39,55.39,55.39,55.39,55.39,55.39
2013-04-12 12:00:00,53.65,53.65,53.65,53.65,53.65,53.65
2013-04-12 13:00:00,53.83,53.83,53.83,53.83,53.83,53.83
2013-04-12 14:00:00,53.56,53.56,53.56,53.56,53.56,53.56
2013-04-12 15:00:00,53.10,53.10,53.10,53.10,53.10,53.10
2013-04-12 16:00:00,52.54,52.54,52.54,52.54,52.54,52.54
2013-04-12 17:00:00,52.75,52.75,52.75,52.75,52.75,52.75
2013-04-12 18:00:00,52.39,52.39,52.39,52.39,52.39,52.39
2013-04-12 19:00:00,52.80,52.80,52.80,52.80,52.80,52.80
2013-04-12 20:00:00,52.21,52.21,52.21,52.21,52.21,52.21
2013-04-12 21:00:00,51.16,51.16,51.16,51.16,51.16,51.16
2013-04-12 22:00:00,51.63,51.63,51.63,48.84,48.84,48.84
2013-04-12 23:00:00,52.58,52.58,52.58,46.94,46.94,46.94
2013-04-13 00:00:00,53.29,53.29,53.29,52.41,52.41,52.41
2013-04-13 01:00:00,51.80,51.80,51.80,47.75,47.75,47.75
2013-04-13 02:00:00,51.83,51.83,51.83,46.64,46.64,46.64
2013-04-13 03:00:00,51.65,51.65,51.65,46.47,46.47,46.47
2013-04-13 04:00:00,51.67,51.67,51.67,46.86,46.86,46.86
2013-04-13 05:00:00,51.80,51.80,51.80,47.70,47.70,47.70
2013-04-13 06:00:00,51.51,51.51,51.51,48.18,48.18,48.18
2013-04-13 07:00:00,51.40,51.40,51.40,48.80,48.80,48.80
2013-04-13 08:00:00,51.76,51.76,51.76,50.10,50.10,50.10
2013-04-13 09:00:00,52.43,52.43,52.43,52.43,52.43,52.43
2013-04-13 10:00:00,53.26,53.26,53.26,53.26,53.26,53.26
2013-04-13 11:00:00,52.55,52.55,52.55,52.55,52.55,52.55
2013-04-13 12:00:00,51.98,51.98,51.98,51.98,51.98,51.98
2013-04-13 13:00:00,51.78,51.78,51.78,50.08,50.08,50.08
2013-04-13 14:00:00,51.69,51.69,51.69,49.35,49.35,49.35
2013-04-13 15:00:00,51.40,51.40,51.40,49.02,49.02,49.02
2013-04-13 16:00:00,51.28,51.28,51.28,49.15,49.15,49.15
2013-04-13 17:00:00,51.57,51.57,51.57,50.60,50.60,50.60
2013-04-13 18:00:00,51.81,51.81,51.81,51.81,51.81,51.81
2013-04-13 19:00:00,51.80,51.80,51.80,51.18,51.18,51.18
2013-04-13 20:00:00,54.06,54.06,54.06,54.06,54.06,54.06
2013-04-13 21:00:00,53.19,53.19,53.19,53.19,53.19,53.19
2013-04-13 22:00:00,52.66,52.66,52.66,50.87,50.87,50.87
2013-04-13 23:00:00,51.77,51.77,51.77,47.97,47.97,47.97
2013-04-14 00:00:00,52.65,52.65,52.65,47.11,47.11,47.11
2013-04-14 01:00:00,50.10,50.10,50.10,46.15,46.15,46.15
2013-04-14 02:00:00,49.78,49.78,49.78,45.42,45.42,45.42
2013-04-14 03:00:00,49.72,49.72,49.72,45.21,45.21,45.21
2013-04-14 04:00:00,49.70,49.70,49.70,45.43,45.43,45.43
2013-04-14 05:00:00,49.62,49.62,49.62,45.31,45.31,45.31
2013-04-14 06:00:00,48.62,48.62,48.66,46.00,46.00,46.00
2013-04-14 07:00:00,48.52,48.52,48.65,51.09,51.09,46.96
2013-04-14 08:00:00,48.58,48.58,48.58,46.94,46.94,46.94
2013-04-14 09:00:00,48.71,48.71,48.71,47.43,47.43,47.43
2013-04-14 10:00:00,50.00,50.00,50.00,47.64,47.64,47.64
2013-04-14 11:00:00,52.00,52.00,52.00,46.75,46.75,46.75
2013-04-14 12:00:00,51.77,51.77,51.77,45.94,45.94,45.94
2013-04-14 13:00:00,50.57,50.57,50.57,45.44,45.44,45.44
2013-04-14 14:00:00,50.68,50.68,50.68,43.73,43.73,43.73
2013-04-14 15:00:00,50.59,50.59,50.59,42.24,42.24,42.24
2013-04-14 16:00:00,51.92,51.92,51.92,42.12,42.12,42.12
2013-04-14 17:00:00,50.59,50.59,50.59,43.23,43.23,43.23
2013-04-14 18:00:00,52.22,52.22,52.22,45.22,45.22,42.56
2013-04-14 19:00:00,52.47,52.47,52.47,45.88,45.88,43.18
2013-04-14 20:00:00,53.40,53.40,53.40,51.08,51.08,44.30
2013-04-14 21:00:00,53.50,53.50,53.50,45.31,45.31,43.78
2013-04-14 22:00:00,53.47,53.47,53.47,42.54,42.54,42.54
2013-04-14 23:00:00,53.38,53.38,53.38,41.61,41.61,41.61
2013-04-15 00:00:00,53.05,53.05,53.05,40.47,40.47,40.47
2013-04-15 01:00:00,52.10,52.10,52.10,40.07,40.07,40.07
2013-04-15 02:00:00,51.65,51.65,51.65,39.86,39.86,39.86
2013-04-15 03:00:00,51.74,51.74,51.74,40.18,40.18,40.18
2013-04-15 04:00:00,51.97,51.97,51.97,40.31,40.31,40.31
2013-04-15 05:00:00,51.84,51.84,51.84,41.05,41.05,41.05
2013-04-15 06:00:00,52.10,52.10,52.10,45.04,45.04,45.04
2013-04-15 07:00:00,52.63,52.63,52.63,52.63,52.63,52.63
2013-04-15 08:00:00,54.39,54.39,54.39,54.39,54.39,54.39
2013-04-15 09:00:00,52.98,52.98,52.98,52.98,52.98,52.98
2013-04-15 10:00:00,52.93,52.93,52.93,52.93,52.93,52.93
2013-04-15 11:00:00,52.66,52.66,52.66,52.66,52.66,52.66
2013-04-15 12:00:00,52.41,52.41,52.41,52.41,52.41,52.41
2013-04-15 13:00:00,52.53,52.53,52.53,52.53,52.53,52.53
2013-04-15 14:00:00,52.18,52.18,52.18,52.18,52.18,52.18
2013-04-15 15:00:00,52.11,52.11,52.11,52.11,52.11,52.11
2013-04-15 16:00:00,51.66,51.66,51.66,51.66,51.66,51.66
2013-04-15 17:00:00,53.07,53.07,53.07,53.07,53.07,53.07
2013-04-15 18:00:00,53.96,53.96,53.96,53.96,53.96,53.96
2013-04-15 19:00:00,53.84,53.84,53.84,53.84,53.84,53.84
2013-04-15 20:00:00,54.27,54.27,54.27,54.27,54.27,54.27
2013-04-15 21:00:00,54.45,54.45,54.45,54.45,54.45,54.45
2013-04-15 22:00:00,54.07,54.07,54.07,54.07,54.07,54.07
2013-04-15 23:00:00,53.06,53.06,53.06,48.20,48.20,48.20
2013-04-16 00:00:00,48.44,48.44,48.44,43.66,43.66,43.66
2013-04-16 01:00:00,47.47,47.47,47.47,44.30,44.30,44.30
2013-04-16 02:00:00,47.09,47.09,47.09,44.23,44.23,44.23
2013-04-16 03:00:00,46.86,46.86,46.86,45.27,45.27,45.27
2013-04-16 04:00:00,46.90,46.90,46.90,46.90,46.90,46.90
2013-04-16 05:00:00,48.84,48.84,48.84,48.84,48.84,48.84
2013-04-16 06:00:00,51.47,51.47,51.47,51.47,51.47,51.47
2013-04-16 07:00:00,57.65,57.65,57.65,57.65,57.65,57.65
2013-04-16 08:00:00,59.88,59.88,59.88,70.58,70.58,47.04
2013-04-16 09:00:00,56.24,56.24,56.24,70.44,70.44,48.49
2013-04-16 10:00:00,52.94,52.94,52.94,70.41,70.41,47.24
2013-04-16 11:00:00,52.00,52.00,52.00,70.91,70.91,47.03
2013-04-16 12:00:00,51.45,51.45,51.45,71.32,71.32,47.97
2013-04-16 13:00:00,51.20,51.20,51.20,70.71,70.71,49.43
2013-04-16 14:00:00,50.70,50.70,50.70,70.23,70.23,49.01
2013-04-16 15:00:00,49.98,49.98,49.98,65.12,65.12,47.10
2013-04-16 16:00:00,50.00,50.00,50.00,50.00,50.00,50.00
2013-04-16 17:00:00,50.04,50.04,50.04,50.04,50.04,50.04
2013-04-16 18:00:00,51.12,51.12,51.12,51.12,51.12,51.12
2013-04-16 19:00:00,51.19,51.19,51.19,51.19,51.19,51.19
2013-04-16 20:00:00,51.32,51.32,51.32,51.32,51.32,51.32
2013-04-16 21:00:00,51.32,51.32,51.32,51.32,51.32,51.32
2013-04-16 22:00:00,51.03,51.03,51.03,44.00,44.00,44.00
2013-04-16 23:00:00,50.71,50.71,50.71,40.61,40.61,40.61
2013-04-17 00:00:00,47.60,47.60,47.60,39.82,39.82,39.82
2013-04-17 01:00:00,45.61,45.61,45.61,39.53,39.53,39.53
2013-04-17 02:00:00,45.39,45.39,45.39,39.34,39.34,39.34
2013-04-17 03:00:00,45.43,45.43,45.43,39.26,39.26,39.26
2013-04-17 04:00:00,45.88,45.88,45.88,38.96,38.96,38.96
2013-04-17 05:00:00,45.85,45.85,45.85,41.84,41.84,41.84
2013-04-17 06:00:00,46.89,46.89,46.89,44.52,44.52,44.52
2013-04-17 07:00:00,49.65,49.65,49.65,49.65,49.65,49.65
2013-04-17 08:00:00,50.52,50.52,50.52,65.46,65.46,46.39
2013-04-17 09:00:00,50.04,50.04,50.04,59.89,59.89,46.31
2013-04-17 10:00:00,48.61,48.61,48.61,54.24,54.24,46.28
2013-04-17 11:00:00,47.21,47.21,47.21,53.67,53.67,46.09
2013-04-17 12:00:00,46.96,46.96,46.96,53.51,53.51,45.97
2013-04-17 13:00:00,46.36,46.36,46.36,53.53,53.53,45.93
2013-04-17 14:00:00,47.24,47.24,47.24,53.51,53.51,43.70
2013-04-17 15:00:00,47.35,47.35,47.35,44.53,44.53,44.53
2013-04-17 16:00:00,47.26,47.26,47.26,44.57,44.57,44.57
2013-04-17 17:00:00,46.67,46.67,46.67,45.71,45.71,45.71
2013-04-17 18:00:00,46.59,46.59,46.59,45.68,45.68,45.68
2013-04-17 19:00:00,47.79,47.79,47.79,47.79,47.79,47.79
2013-04-17 20:00:00,48.02,48.02,48.02,48.02,48.02,48.02
2013-04-17 21:00:00,48.35,48.35,48.35,45.85,45.85,45.85
2013-04-17 22:00:00,48.22,48.22,48.22,42.47,42.47,42.47
2013-04-17 23:00:00,47.46,47.46,47.46,41.11,41.11,41.11
2013-04-18 00:00:00,42.00,42.00,42.00,38.86,38.86,38.86
2013-04-18 01:00:00,39.92,39.92,39.92,37.62,37.62,37.62
2013-04-18 02:00:00,39.32,39.32,39.32,37.38,37.38,37.38
2013-04-18 03:00:00,39.36,39.36,39.36,37.09,37.09,37.09
2013-04-18 04:00:00,39.47,39.47,39.47,37.06,37.06,37.06
2013-04-18 05:00:00,39.70,39.70,39.70,37.93,37.93,37.93
2013-04-18 06:00:00,42.07,42.07,42.07,39.11,39.11,39.11
2013-04-18 07:00:00,42.71,42.71,43.32,42.23,42.23,42.23
2013-04-18 08:00:00,43.34,43.34,44.29,43.34,43.34,43.34
2013-04-18 09:00:00,42.88,42.88,43.83,42.88,42.88,42.88
2013-04-18 10:00:00,42.75,42.75,43.53,42.75,42.75,42.75
2013-04-18 11:00:00,42.47,42.47,43.10,42.40,42.40,42.40
2013-04-18 12:00:00,42.33,42.33,42.43,41.74,41.74,41.74
2013-04-18 13:00:00,42.28,42.28,42.28,40.47,40.47,40.47
2013-04-18 14:00:00,42.43,42.43,42.43,40.10,40.10,39.80
2013-04-18 15:00:00,42.40,42.40,42.40,40.35,40.35,39.68
2013-04-18 16:00:00,42.38,42.38,42.38,40.53,40.53,39.52
2013-04-18 17:00:00,42.31,42.31,42.31,40.47,40.47,39.36
2013-04-18 18:00:00,42.29,42.29,42.29,40.47,40.47,39.27
2013-04-18 19:00:00,42.27,42.27,42.27,40.52,40.52,39.62
2013-04-18 20:00:00,42.58,42.58,42.58,40.49,40.49,40.49
2013-04-18 21:00:00,43.02,43.02,43.02,40.36,40.36,39.76
2013-04-18 22:00:00,43.11,43.11,43.11,40.29,40.29,39.69
2013-04-18 23:00:00,42.71,42.71,42.71,39.48,39.48,39.48
2013-04-19 00:00:00,41.95,41.95,41.95,35.95,35.95,35.95
2013-04-19 01:00:00,40.12,40.12,40.12,34.81,34.81,34.81
2013-04-19 02:00:00,39.56,39.56,39.56,34.69,34.69,34.69
2013-04-19 03:00:00,39.60,39.60,39.60,34.65,34.65,34.65
2013-04-19 04:00:00,39.82,39.82,39.82,34.65,34.65,34.65
2013-04-19 05:00:00,40.97,40.97,40.97,34.67,34.67,34.67
2013-04-19 06:00:00,42.18,42.18,42.18,36.95,36.95,36.95
2013-04-19 07:00:00,42.35,42.35,42.35,39.44,39.44,39.44
2013-04-19 08:00:00,42.36,42.36,42.36,41.58,41.58,41.58
2013-04-19 09:00:00,41.65,41.65,41.65,40.75,40.75,40.75
2013-04-19 10:00:00,41.01,41.01,41.01,40.26,40.26,40.26
2013-04-19 11:00:00,40.75,40.75,41.03,39.88,39.88,39.88
2013-04-19 12:00:00,40.25,40.25,40.65,38.61,38.61,38.61
2013-04-19 13:00:00,40.17,40.17,40.62,37.96,37.96,37.96
2013-04-19 14:00:00,39.92,39.92,40.44,37.25,37.25,37.25
2013-04-19 15:00:00,39.85,39.85,40.25,36.32,36.32,36.32
2013-04-19 16:00:00,39.80,39.80,39.97,35.84,35.84,35.84
2013-04-19 17:00:00,39.60,39.60,39.75,37.22,37.22,37.22
2013-04-19 18:00:00,39.57,39.57,39.79,37.85,37.85,37.85
2013-04-19 19:00:00,39.78,39.78,40.18,36.92,36.92,36.92
2013-04-19 20:00:00,41.24,41.24,41.24,36.69,36.69,36.69
2013-04-19 21:00:00,42.29,42.29,42.29,37.08,37.08,37.08
2013-04-19 22:00:00,42.19,42.19,42.19,37.32,37.32,37.32
2013-04-19 23:00:00,41.63,41.63,41.63,35.21,35.21,35.21
2013-04-20 00:00:00,41.64,41.64,41.64,37.56,37.56,37.56
2013-04-20 01:00:00,41.50,41.50,41.50,36.73,36.73,36.73
2013-04-20 02:00:00,41.38,41.38,41.38,36.60,36.60,36.60
2013-04-20 03:00:00,41.30,41.30,41.30,36.26,36.26,36.26
2013-04-20 04:00:00,40.99,40.99,40.99,36.23,36.23,36.23
2013-04-20 05:00:00,40.37,40.37,40.37,34.52,34.52,34.52
2013-04-20 06:00:00,40.96,40.96,40.96,37.36,37.36,37.36
2013-04-20 07:00:00,41.51,41.51,41.51,37.66,37.66,37.66
2013-04-20 08:00:00,41.79,41.79,41.79,38.50,38.50,38.50
2013-04-20 09:00:00,41.92,41.92,41.92,38.66,38.66,38.66
2013-04-20 10:00:00,41.98,41.98,41.98,38.94,38.94,38.94
2013-04-20 11:00:00,41.94,41.94,41.94,38.54,38.54,38.54
2013-04-20 12:00:00,41.74,41.74,41.74,38.33,38.33,38.33
2013-04-20 13:00:00,41.75,41.75,41.75,37.53,37.53,37.53
2013-04-20 14:00:00,41.71,41.71,41.71,36.57,36.57,36.57
2013-04-20 15:00:00,41.50,41.50,41.50,35.32,35.32,35.32
2013-04-20 16:00:00,41.38,41.38,41.38,36.53,36.53,36.53
2013-04-20 17:00:00,41.39,41.39,41.39,37.48,37.48,37.48
2013-04-20 18:00:00,41.39,41.39,41.39,36.58,36.58,36.58
2013-04-20 19:00:00,41.41,41.41,41.41,36.88,36.88,36.88
2013-04-20 20:00:00,41.32,41.32,41.32,38.82,38.82,38.82
2013-04-20 21:00:00,41.48,41.48,41.48,40.31,40.31,40.31
2013-04-20 22:00:00,41.33,41.33,41.33,40.05,40.05,40.05
2013-04-20 23:00:00,41.21,41.21,41.21,40.30,40.30,40.30
2013-04-21 00:00:00,43.18,43.18,43.18,38.72,38.72,38.72
2013-04-21 01:00:00,41.99,41.99,41.99,36.68,36.68,36.68
2013-04-21 02:00:00,40.61,40.61,40.61,35.34,35.34,35.34
2013-04-21 03:00:00,40.04,40.04,40.04,35.89,35.89,35.89
2013-04-21 04:00:00,38.96,38.96,38.96,36.48,36.48,36.48
2013-04-21 05:00:00,38.94,38.94,38.94,36.13,36.13,36.13
2013-04-21 06:00:00,38.58,38.58,38.58,35.55,35.55,35.55
2013-04-21 07:00:00,38.88,38.88,38.88,36.61,36.61,36.61
2013-04-21 08:00:00,40.68,40.68,40.68,38.09,38.09,38.09
2013-04-21 09:00:00,42.66,42.66,42.66,38.62,38.62,38.62
2013-04-21 10:00:00,43.18,43.18,43.18,38.63,38.63,38.63
2013-04-21 11:00:00,43.18,43.18,43.18,37.97,37.97,37.97
2013-04-21 12:00:00,43.10,43.10,43.10,37.21,37.21,37.21
2013-04-21 13:00:00,43.16,43.16,43.16,37.24,37.24,37.24
2013-04-21 14:00:00,43.03,43.03,43.03,37.19,37.19,37.19
2013-04-21 15:00:00,42.83,42.83,42.83,36.68,36.68,36.68
2013-04-21 16:00:00,43.02,43.02,43.02,36.69,36.69,36.69
2013-04-21 17:00:00,42.94,42.94,42.94,36.67,36.67,36.67
2013-04-21 18:00:00,43.02,43.02,43.02,36.61,36.61,36.61
2013-04-21 19:00:00,43.11,43.11,43.11,37.08,37.08,37.08
2013-04-21 20:00:00,43.19,43.19,43.19,39.03,39.03,39.03
2013-04-21 21:00:00,43.34,43.34,43.34,38.89,38.89,38.89
2013-04-21 22:00:00,43.28,43.28,43.28,39.51,39.51,39.51
2013-04-21 23:00:00,43.25,43.25,43.25,36.64,36.64,36.64
2013-04-22 00:00:00,43.06,43.06,43.06,34.87,34.87,34.87
2013-04-22 01:00:00,42.82,42.82,42.82,34.43,34.43,34.43
2013-04-22 02:00:00,41.88,41.88,41.88,32.91,32.91,32.91
2013-04-22 03:00:00,41.27,41.27,41.27,34.00,34.00,34.00
2013-04-22 04:00:00,42.10,42.10,42.10,35.07,35.07,35.07
2013-04-22 05:00:00,43.44,43.44,43.44,36.70,36.70,36.70
2013-04-22 06:00:00,44.08,44.08,44.08,41.28,41.28,41.28
2013-04-22 07:00:00,45.40,45.40,45.40,45.40,45.40,45.40
2013-04-22 08:00:00,46.41,46.41,46.41,46.41,46.41,46.41
2013-04-22 09:00:00,46.06,46.06,46.06,46.06,46.06,46.06
2013-04-22 10:00:00,45.46,45.46,45.46,45.46,45.46,45.46
2013-04-22 11:00:00,45.00,45.00,45.00,45.00,45.00,45.00
2013-04-22 12:00:00,44.65,44.65,44.65,44.47,44.47,44.47
2013-04-22 13:00:00,44.18,44.18,44.18,41.54,41.54,41.54
2013-04-22 14:00:00,43.75,43.75,43.75,40.32,40.32,40.32
2013-04-22 15:00:00,43.30,43.30,43.30,39.44,39.44,39.44
2013-04-22 16:00:00,43.29,43.29,43.29,37.48,37.48,37.48
2013-04-22 17:00:00,43.26,43.26,43.26,40.14,40.14,40.14
2013-04-22 18:00:00,43.53,43.53,43.53,40.63,40.63,40.63
2013-04-22 19:00:00,43.60,43.60,43.60,40.02,40.02,40.02
2013-04-22 20:00:00,43.60,43.60,43.60,40.66,40.66,40.66
2013-04-22 21:00:00,43.59,43.59,43.59,41.32,41.32,41.32
2013-04-22 22:00:00,43.64,43.64,43.64,38.42,38.42,38.42
2013-04-22 23:00:00,43.37,43.37,43.37,34.52,34.52,34.52
2013-04-23 00:00:00,43.29,43.29,43.29,37.11,37.11,37.11
2013-04-23 01:00:00,42.56,42.56,42.56,34.82,34.82,34.82
2013-04-23 02:00:00,42.08,42.08,42.08,32.91,32.91,32.91
2013-04-23 03:00:00,41.71,41.71,41.71,32.54,32.54,32.54
2013-04-23 04:00:00,41.64,41.64,41.64,32.34,32.34,32.34
2013-04-23 05:00:00,42.84,42.84,42.84,34.42,34.42,34.42
2013-04-23 06:00:00,43.25,43.25,43.25,38.65,38.65,38.65
2013-04-23 07:00:00,43.70,43.70,43.70,42.85,42.85,42.85
2013-04-23 08:00:00,43.91,43.91,43.91,42.24,42.24,42.24
2013-04-23 09:00:00,43.65,43.65,43.65,40.07,40.07,40.07
2013-04-23 10:00:00,43.55,43.55,43.55,39.92,39.92,39.92
2013-04-23 11:00:00,43.42,43.42,43.42,39.07,39.07,39.07
2013-04-23 12:00:00,43.33,43.33,43.33,38.65,38.65,38.65
2013-04-23 13:00:00,43.43,43.43,43.43,37.69,37.69,37.69
2013-04-23 14:00:00,43.66,43.66,43.66,37.97,37.97,37.97
2013-04-23 15:00:00,43.47,43.47,43.47,37.40,37.40,37.40
2013-04-23 16:00:00,43.67,43.67,43.67,37.11,37.11,37.11
2013-04-23 17:00:00,43.68,43.68,43.68,36.65,36.65,36.65
2013-04-23 18:00:00,43.68,43.68,43.68,36.91,36.91,36.91
2013-04-23 19:00:00,43.86,43.86,43.86,37.03,37.03,37.03
2013-04-23 20:00:00,43.95,43.95,43.95,37.25,37.25,37.25
2013-04-23 21:00:00,44.03,44.03,44.03,37.66,37.66,37.66
2013-04-23 22:00:00,44.05,44.05,44.05,37.14,37.14,37.14
2013-04-23 23:00:00,43.54,43.54,43.54,32.09,32.09,32.09
2013-04-24 00:00:00,43.38,43.38,43.38,32.42,32.42,32.42
2013-04-24 01:00:00,43.15,43.15,43.15,30.38,30.38,30.38
2013-04-24 02:00:00,42.76,42.76,42.76,29.09,29.09,29.09
2013-04-24 03:00:00,42.24,42.24,42.24,28.35,28.35,28.35
2013-04-24 04:00:00,41.93,41.93,41.93,29.68,29.68,29.68
2013-04-24 05:00:00,43.17,43.17,43.17,34.32,34.32,34.32
2013-04-24 06:00:00,44.03,44.03,44.03,41.49,41.49,41.49
2013-04-24 07:00:00,44.69,44.69,44.69,44.69,44.69,44.69
2013-04-24 08:00:00,45.13,45.13,45.13,45.13,45.13,45.13
2013-04-24 09:00:00,44.59,44.59,44.59,44.59,44.59,44.59
2013-04-24 10:00:00,43.81,43.81,43.81,43.81,43.81,43.81
2013-04-24 11:00:00,43.35,43.35,43.35,39.97,39.97,39.97
2013-04-24 12:00:00,43.42,43.42,43.42,38.51,38.51,38.51
2013-04-24 13:00:00,43.46,43.46,43.46,38.54,38.54,38.54
2013-04-24 14:00:00,43.45,43.45,43.45,37.95,37.95,37.95
2013-04-24 15:00:00,43.41,43.41,43.41,38.57,38.57,38.57
2013-04-24 16:00:00,43.43,43.43,43.43,37.19,37.19,37.19
2013-04-24 17:00:00,43.38,43.38,43.38,36.06,36.06,36.06
2013-04-24 18:00:00,43.46,43.46,43.46,37.81,37.81,37.81
2013-04-24 19:00:00,43.63,43.63,43.63,38.05,38.05,38.05
2013-04-24 20:00:00,43.55,43.55,43.55,39.28,39.28,39.28
2013-04-24 21:00:00,43.82,43.82,43.82,39.01,39.01,39.01
2013-04-24 22:00:00,43.70,43.70,43.70,35.09,35.09,35.09
2013-04-24 23:00:00,43.44,43.44,43.44,32.03,32.03,32.03
2013-04-25 00:00:00,43.30,43.30,43.30,34.15,34.15,34.15
2013-04-25 01:00:00,43.16,43.16,43.16,33.22,33.22,33.22
2013-04-25 02:00:00,43.13,43.13,43.13,32.70,32.70,32.70
2013-04-25 03:00:00,43.05,43.05,43.05,32.65,32.65,32.65
2013-04-25 04:00:00,43.08,43.08,43.08,32.83,32.83,32.83
2013-04-25 05:00:00,43.25,43.25,43.25,33.62,33.62,33.62
2013-04-25 06:00:00,43.26,43.26,43.26,42.13,42.13,42.13
2013-04-25 07:00:00,44.38,44.38,44.38,44.38,44.38,44.38
2013-04-25 08:00:00,44.56,44.56,44.56,44.56,44.56,44.56
2013-04-25 09:00:00,43.45,43.45,43.45,42.08,42.08,42.08
2013-04-25 10:00:00,43.35,43.35,43.35,41.91,41.91,41.91
2013-04-25 11:00:00,43.29,43.29,43.29,41.33,41.33,41.33
2013-04-25 12:00:00,43.36,43.36,43.36,40.90,40.90,40.90
2013-04-25 13:00:00,43.26,43.26,43.26,40.04,40.04,40.04
2013-04-25 14:00:00,43.30,43.30,43.30,39.71,39.71,39.71
2013-04-25 15:00:00,43.18,43.18,43.18,38.76,38.76,38.76
2013-04-25 16:00:00,43.13,43.13,43.13,37.68,37.68,37.68
2013-04-25 17:00:00,43.10,43.10,43.10,38.40,38.40,38.40
2013-04-25 18:00:00,43.13,43.13,43.13,39.01,39.01,39.01
2013-04-25 19:00:00,43.24,43.24,43.24,42.20,42.20,42.20
2013-04-25 20:00:00,43.83,43.83,43.83,42.89,42.89,42.89
2013-04-25 21:00:00,43.37,43.37,43.37,40.27,40.27,40.27
2013-04-25 22:00:00,43.48,43.48,43.48,38.49,38.49,38.49
2013-04-25 23:00:00,43.33,43.33,43.33,34.72,34.72,34.72
2013-04-26 00:00:00,43.52,43.52,43.52,35.91,35.91,35.91
2013-04-26 01:00:00,43.14,43.14,43.14,33.79,33.79,33.79
2013-04-26 02:00:00,43.07,43.07,43.07,33.43,33.43,33.43
2013-04-26 03:00:00,43.08,43.08,43.08,34.33,34.33,34.33
2013-04-26 04:00:00,42.31,42.31,42.31,37.65,37.65,37.65
2013-04-26 05:00:00,42.31,42.31,42.31,39.47,39.47,39.47
2013-04-26 06:00:00,42.88,42.88,42.88,41.40,41.40,41.40
2013-04-26 07:00:00,43.29,43.29,43.29,43.05,43.05,43.05
2013-04-26 08:00:00,44.22,44.22,44.22,44.22,44.22,44.22
