Time,Oslo,Krs,Bergen,Molde,Trh,Tromso
2013-01-05 11:00:00,36.75,36.75,36.75,36.75,36.75,36.75
2013-01-05 12:00:00,36.53,36.53,36.53,36.53,36.53,36.53
2013-01-05 13:00:00,36.13,36.13,36.13,36.13,36.13,36.13
2013-01-05 14:00:00,36.15,36.15,36.15,36.15,36.15,36.15
2013-01-05 15:00:00,36.79,36.79,36.79,36.79,36.79,36.79
2013-01-05 16:00:00,38.12,36.90,36.90,38.12,38.12,38.12
2013-01-05 17:00:00,38.69,36.93,36.93,38.69,38.69,38.69
2013-01-05 18:00:00,38.41,36.92,36.92,38.41,38.41,38.41
2013-01-05 19:00:00,36.96,36.93,36.93,36.96,36.96,36.96
2013-01-05 20:00:00,36.25,36.25,36.25,36.25,36.25,36.25
2013-01-05 21:00:00,35.88,35.88,35.88,35.88,35.88,35.88
2013-01-05 22:00:00,35.70,35.70,35.70,35.70,35.70,35.70
2013-01-05 23:00:00,35.44,35.44,35.44,35.44,35.44,35.44
2013-01-06 00:00:00,34.88,34.88,34.88,34.88,34.88,34.88
2013-01-06 01:00:00,33.07,33.07,33.07,33.07,33.07,33.07
2013-01-06 02:00:00,32.25,32.25,32.25,32.25,32.25,32.25
2013-01-06 03:00:00,32.41,32.41,32.41,32.41,32.41,32.41
2013-01-06 04:00:00,32.45,32.45,32.45,32.45,32.45,32.45
2013-01-06 05:00:00,32.80,32.80,32.80,32.80,32.80,32.80
2013-01-06 06:00:00,33.27,33.27,33.27,33.27,33.27,33.27
2013-01-06 07:00:00,32.97,32.97,32.97,32.97,32.97,32.97
2013-01-06 08:00:00,33.65,33.65,33.65,33.65,33.65,33.65
2013-01-06 09:00:00,34.25,34.25,34.25,34.25,34.25,34.25
2013-01-06 10:00:00,35.01,35.01,35.01,35.01,35.01,35.01
2013-01-06 11:00:00,35.93,35.93,35.93,35.93,35.93,35.93
2013-01-06 12:00:00,35.79,35.79,35.79,35.79,35.79,35.79
2013-01-06 13:00:00,35.03,35.03,35.03,35.03,35.03,35.03
2013-01-06 14:00:00,34.85,34.85,34.85,34.85,34.85,34.85
2013-01-06 15:00:00,35.18,35.18,35.18,35.18,35.18,35.18
2013-01-06 16:00:00,35.95,35.95,35.95,35.95,35.95,35.95
2013-01-06 17:00:00,37.36,36.75,36.75,37.36,37.36,37.36
2013-01-06 18:00:00,37.75,36.95,36.95,37.75,37.75,37.75
2013-01-06 19:00:00,37.42,37.00,37.00,37.42,37.42,37.42
2013-01-06 20:00:00,36.96,36.96,36.96,36.96,36.96,36.96
2013-01-06 21:00:00,36.06,36.06,36.06,36.06,36.06,36.06
2013-01-06 22:00:00,35.97,35.97,35.97,35.97,35.97,35.97
2013-01-06 23:00:00,34.91,34.91,34.91,34.91,34.91,34.91
2013-01-07 00:00:00,34.96,34.96,34.96,34.96,34.96,34.96
2013-01-07 01:00:00,33.70,33.70,33.70,33.70,33.70,33.70
2013-01-07 02:00:00,33.12,33.12,33.12,33.12,33.12,33.12
2013-01-07 03:00:00,33.26,33.26,33.26,33.26,33.26,33.26
2013-01-07 04:00:00,34.18,34.18,34.18,34.18,34.18,34.18
2013-01-07 05:00:00,35.87,35.87,35.87,35.87,35.87,35.87
2013-01-07 06:00:00,38.73,37.85,37.96,38.75,38.75,38.75
2013-01-07 07:00:00,40.74,37.66,38.38,40.74,40.74,40.74
2013-01-07 08:00:00,42.45,37.79,38.64,42.45,42.45,42.45
2013-01-07 09:00:00,42.35,37.77,38.72,42.35,42.35,42.35
2013-01-07 10:00:00,41.16,37.73,38.70,42.08,42.08,42.08
2013-01-07 11:00:00,40.10,37.68,38.84,41.85,41.85,41.85
2013-01-07 12:00:00,40.38,37.64,38.82,40.40,40.40,40.40
2013-01-07 13:00:00,39.98,37.62,38.80,40.14,40.14,40.14
2013-01-07 14:00:00,39.95,37.62,38.85,40.87,40.87,40.87
2013-01-07 15:00:00,40.21,37.52,38.89,42.01,42.01,42.01
2013-01-07 16:00:00,41.87,37.59,38.96,42.89,42.89,42.89
2013-01-07 17:00:00,41.62,37.59,38.92,42.05,42.05,42.05
2013-01-07 18:00:00,39.93,37.58,38.86,40.88,40.88,40.88
2013-01-07 19:00:00,38.96,37.64,38.84,39.14,39.14,39.14
2013-01-07 20:00:00,38.05,37.72,38.05,38.05,38.05,38.05
2013-01-07 21:00:00,37.45,37.45,37.45,37.45,37.45,37.45
2013-01-07 22:00:00,36.49,36.49,36.49,36.49,36.49,36.49
2013-01-07 23:00:00,35.55,35.55,35.55,35.55,35.55,35.55
2013-01-08 00:00:00,35.44,35.44,35.44,35.44,35.44,35.44
2013-01-08 01:00:00,35.01,35.01,35.01,35.01,35.01,35.01
2013-01-08 02:00:00,34.83,34.83,34.83,34.83,34.83,34.83
2013-01-08 03:00:00,34.84,34.84,34.84,34.84,34.84,34.84
2013-01-08 04:00:00,35.21,35.21,35.21,35.21,35.21,35.21
2013-01-08 05:00:00,36.35,36.35,36.35,36.35,36.35,36.35
2013-01-08 06:00:00,39.39,38.57,39.39,39.39,39.39,39.39
2013-01-08 07:00:00,42.63,38.75,42.63,42.63,42.63,42.63
2013-01-08 08:00:00,43.92,38.82,43.92,43.92,43.92,43.92
2013-01-08 09:00:00,43.00,38.76,43.00,43.00,43.00,43.00
2013-01-08 10:00:00,42.16,38.75,42.16,42.16,42.16,42.16
2013-01-08 11:00:00,41.61,38.73,41.61,41.61,41.61,41.61
2013-01-08 12:00:00,41.49,38.70,41.49,41.49,41.49,41.49
2013-01-08 13:00:00,41.32,38.68,41.32,41.32,41.32,41.32
2013-01-08 14:00:00,41.51,38.59,41.51,41.51,41.51,41.51
2013-01-08 15:00:00,43.70,38.60,43.70,43.70,43.70,43.70
2013-01-08 16:00:00,45.14,38.71,45.14,45.14,45.14,45.14
2013-01-08 17:00:00,44.89,38.70,44.89,44.89,44.89,44.89
2013-01-08 18:00:00,43.65,38.64,43.65,43.65,43.65,43.65
2013-01-08 19:00:00,42.24,38.66,42.24,42.24,42.24,42.24
2013-01-08 20:00:00,40.08,38.77,40.08,40.08,40.08,40.08
2013-01-08 21:00:00,39.31,38.74,39.31,39.31,39.31,39.31
2013-01-08 22:00:00,38.21,38.21,38.21,38.21,38.21,38.21
2013-01-08 23:00:00,36.12,36.12,36.12,36.12,36.12,36.12
2013-01-09 00:00:00,36.47,36.47,36.47,36.47,36.47,36.47
2013-01-09 01:00:00,35.90,35.90,35.90,35.90,35.90,35.90
2013-01-09 02:00:00,35.40,35.40,35.40,35.40,35.40,35.40
2013-01-09 03:00:00,35.73,35.73,35.73,35.73,35.73,35.73
2013-01-09 04:00:00,35.91,35.91,35.91,35.91,35.91,35.91
2013-01-09 05:00:00,37.27,37.27,37.27,37.27,37.27,37.27
2013-01-09 06:00:00,39.40,38.68,39.40,39.40,39.40,39.40
2013-01-09 07:00:00,42.84,38.90,42.84,42.84,42.84,42.84
2013-01-09 08:00:00,44.93,39.19,44.93,44.93,44.93,44.93
2013-01-09 09:00:00,42.84,39.19,42.84,42.84,42.84,42.84
2013-01-09 10:00:00,41.61,39.16,41.61,41.61,41.61,41.61
2013-01-09 11:00:00,41.07,39.12,41.07,41.07,41.07,41.07
2013-01-09 12:00:00,40.75,39.31,40.75,40.75,40.75,40.75
2013-01-09 13:00:00,41.60,39.19,41.60,41.60,41.60,41.60
2013-01-09 14:00:00,40.96,39.19,40.96,40.96,40.96,40.96
2013-01-09 15:00:00,41.69,39.09,41.69,41.69,41.69,41.69
2013-01-09 16:00:00,44.43,39.05,44.43,44.43,44.43,44.43
2013-01-09 17:00:00,44.19,39.03,44.19,44.19,44.19,44.19
2013-01-09 18:00:00,42.24,38.97,42.24,42.24,42.24,42.24
2013-01-09 19:00:00,40.14,38.92,40.14,40.14,40.14,40.14
2013-01-09 20:00:00,39.03,38.90,39.03,39.03,39.03,39.03
2013-01-09 21:00:00,37.95,37.95,37.95,37.95,37.95,37.95
2013-01-09 22:00:00,36.69,36.69,36.69,36.69,36.69,36.69
2013-01-09 23:00:00,35.36,35.36,35.36,35.24,35.24,35.24
2013-01-10 00:00:00,36.22,36.22,36.22,34.89,34.89,34.89
2013-01-10 01:00:00,35.93,35.93,35.93,34.38,34.38,34.38
2013-01-10 02:00:00,35.88,35.88,35.88,32.97,32.97,32.97
2013-01-10 03:00:00,35.93,35.93,35.93,34.08,34.08,34.08
2013-01-10 04:00:00,36.27,36.27,36.27,35.75,35.75,35.75
2013-01-10 05:00:00,37.22,37.22,37.22,37.08,37.08,37.08
2013-01-10 06:00:00,38.82,38.55,38.82,38.82,38.82,38.82
2013-01-10 07:00:00,42.19,39.35,42.19,42.19,42.19,42.19
2013-01-10 08:00:00,45.59,39.66,45.59,45.59,45.59,45.59
2013-01-10 09:00:00,43.61,39.67,43.61,43.61,43.61,43.61
2013-01-10 10:00:00,42.49,39.71,42.49,42.49,42.49,42.49
2013-01-10 11:00:00,42.32,39.62,42.32,42.32,42.32,42.32
2013-01-10 12:00:00,42.44,39.58,42.44,42.44,42.44,42.44
2013-01-10 13:00:00,43.31,39.56,43.31,43.31,43.31,43.31
2013-01-10 14:00:00,44.46,39.56,44.46,44.46,44.46,44.46
2013-01-10 15:00:00,45.78,39.46,45.78,45.78,45.78,45.78
2013-01-10 16:00:00,51.64,39.63,51.64,51.64,51.64,51.64
2013-01-10 17:00:00,52.03,39.62,52.03,52.03,52.03,52.03
2013-01-10 18:00:00,44.14,39.54,44.14,44.14,44.14,44.14
2013-01-10 19:00:00,41.95,39.46,41.95,41.95,41.95,41.95
2013-01-10 20:00:00,40.51,39.52,40.51,40.51,40.51,40.51
2013-01-10 21:00:00,39.69,39.33,39.69,39.69,39.69,39.69
2013-01-10 22:00:00,38.79,38.79,38.79,38.79,38.79,38.79
2013-01-10 23:00:00,37.34,37.34,37.34,37.34,37.34,37.34
2013-01-11 00:00:00,37.24,37.24,37.24,37.00,37.00,37.00
2013-01-11 01:00:00,36.73,36.73,36.73,36.14,36.14,36.14
2013-01-11 02:00:00,36.42,36.42,36.42,35.78,35.78,35.78
2013-01-11 03:00:00,36.02,36.02,36.02,35.31,35.31,35.31
2013-01-11 04:00:00,37.11,37.11,37.11,35.71,35.71,35.71
2013-01-11 05:00:00,38.10,38.10,38.10,38.10,38.10,38.10
2013-01-11 06:00:00,40.64,39.21,40.64,40.64,40.64,40.64
2013-01-11 07:00:00,47.81,39.81,47.81,46.97,46.97,46.97
2013-01-11 08:00:00,54.93,40.00,54.93,49.61,49.61,49.61
2013-01-11 09:00:00,48.59,39.97,48.59,48.59,48.59,48.59
2013-01-11 10:00:00,46.80,39.91,46.80,46.80,46.80,46.80
2013-01-11 11:00:00,44.94,39.69,44.94,44.94,44.94,44.94
2013-01-11 12:00:00,44.77,39.64,44.77,44.77,44.77,44.77
2013-01-11 13:00:00,44.03,39.63,44.03,44.03,44.03,44.03
2013-01-11 14:00:00,45.15,39.62,45.15,45.15,45.15,45.15
2013-01-11 15:00:00,45.61,39.56,45.61,45.61,45.61,45.61
2013-01-11 16:00:00,52.68,39.68,52.68,49.79,49.79,49.79
2013-01-11 17:00:00,54.03,39.67,54.03,50.58,50.58,50.58
2013-01-11 18:00:00,45.29,39.67,45.29,45.29,45.29,45.29
2013-01-11 19:00:00,42.50,39.70,42.50,42.33,42.33,42.33
2013-01-11 20:00:00,40.47,39.55,40.47,40.47,40.47,40.47
2013-01-11 21:00:00,39.64,39.41,39.64,39.64,39.64,39.64
2013-01-11 22:00:00,38.84,38.84,38.84,38.84,38.84,38.84
2013-01-11 23:00:00,37.64,37.64,37.64,37.64,37.64,37.64
2013-01-12 00:00:00,37.94,37.94,37.94,37.94,37.94,37.94
2013-01-12 01:00:00,37.52,37.52,37.52,37.52,37.52,37.52
2013-01-12 02:00:00,37.03,37.03,37.03,36.90,36.90,36.90
2013-01-12 03:00:00,36.98,36.98,36.98,36.98,36.98,36.98
2013-01-12 04:00:00,36.92,36.92,36.92,36.86,36.86,36.86
2013-01-12 05:00:00,37.24,37.24,37.24,37.24,37.24,37.24
2013-01-12 06:00:00,37.90,37.90,37.90,37.90,37.90,37.90
2013-01-12 07:00:00,38.62,38.62,38.62,38.62,38.62,38.62
2013-01-12 08:00:00,39.27,39.27,39.27,39.27,39.27,39.27
2013-01-12 09:00:00,40.51,39.72,40.51,40.51,40.51,40.51
2013-01-12 10:00:00,41.22,39.85,41.22,41.22,41.22,41.22
2013-01-12 11:00:00,41.50,39.86,41.50,41.50,41.50,41.50
2013-01-12 12:00:00,41.23,39.84,41.23,41.23,41.23,41.23
2013-01-12 13:00:00,40.95,39.79,40.95,40.95,40.95,40.95
2013-01-12 14:00:00,40.95,39.76,40.95,40.95,40.95,40.95
2013-01-12 15:00:00,43.17,39.75,43.17,43.17,43.17,41.59
2013-01-12 16:00:00,46.98,39.90,46.98,46.98,46.98,41.54
2013-01-12 17:00:00,53.45,39.99,53.45,53.45,53.45,41.51
2013-01-12 18:00:00,49.16,39.98,49.16,49.16,49.16,41.34
2013-01-12 19:00:00,42.67,39.94,42.67,42.67,42.67,41.16
2013-01-12 20:00:00,40.74,39.80,40.74,40.11,40.11,40.11
2013-01-12 21:00:00,39.81,39.72,39.81,39.81,39.81,39.81
2013-01-12 22:00:00,39.54,39.33,39.54,39.54,39.54,39.54
2013-01-12 23:00:00,38.24,38.24,38.24,38.03,38.03,38.03
2013-01-13 00:00:00,38.69,38.69,38.69,38.69,38.69,38.69
2013-01-13 01:00:00,38.36,38.36,38.36,38.36,38.36,38.36
2013-01-13 02:00:00,37.90,37.90,37.90,37.90,37.90,37.90
2013-01-13 03:00:00,37.60,37.60,37.60,36.81,36.81,36.81
2013-01-13 04:00:00,37.43,37.43,37.43,36.87,36.87,36.87
2013-01-13 05:00:00,37.35,37.35,37.35,37.35,37.35,37.35
2013-01-13 06:00:00,37.29,37.29,37.29,37.29,37.29,37.29
2013-01-13 07:00:00,37.68,37.68,37.68,37.68,37.68,37.68
2013-01-13 08:00:00,37.82,37.82,37.82,37.82,37.82,37.82
2013-01-13 09:00:00,38.46,38.46,38.46,38.46,38.46,38.46
2013-01-13 10:00:00,39.12,39.12,39.12,39.12,39.12,39.12
2013-01-13 11:00:00,39.75,39.75,39.75,39.75,39.75,39.75
2013-01-13 12:00:00,39.55,39.55,39.55,39.55,39.55,39.55
2013-01-13 13:00:00,39.05,39.05,39.05,39.05,39.05,39.05
2013-01-13 14:00:00,38.97,38.97,38.97,38.97,38.97,38.97
2013-01-13 15:00:00,39.50,39.50,39.50,39.50,39.50,39.50
2013-01-13 16:00:00,40.39,40.39,40.39,40.39,40.39,40.39
2013-01-13 17:00:00,44.38,40.47,44.38,44.38,44.38,41.80
2013-01-13 18:00:00,47.73,40.44,47.73,47.73,47.73,41.73
2013-01-13 19:00:00,44.90,40.37,44.90,43.08,43.08,41.78
2013-01-13 20:00:00,40.63,40.17,40.63,40.63,40.63,40.63
2013-01-13 21:00:00,39.64,39.64,39.64,39.64,39.64,39.64
2013-01-13 22:00:00,39.66,39.30,39.66,39.66,39.66,39.66
2013-01-13 23:00:00,38.39,38.39,38.39,38.02,38.02,38.02
2013-01-14 00:00:00,39.06,37.96,39.06,36.89,36.89,36.89
2013-01-14 01:00:00,38.91,37.74,38.91,36.64,36.64,36.64
2013-01-14 02:00:00,38.30,38.04,38.30,36.61,36.61,36.61
2013-01-14 03:00:00,38.28,38.04,38.28,36.83,36.83,36.83
2013-01-14 04:00:00,38.69,38.69,38.69,37.70,37.70,37.70
2013-01-14 05:00:00,39.36,39.36,39.36,38.62,38.62,38.62
2013-01-14 06:00:00,42.44,40.58,42.44,42.44,42.44,42.44
2013-01-14 07:00:00,60.63,40.03,60.63,60.63,60.63,60.63
2013-01-14 08:00:00,62.07,40.20,62.07,62.07,62.07,62.07
2013-01-14 09:00:00,61.99,40.08,61.99,50.69,50.69,50.69
2013-01-14 10:00:00,62.74,40.05,62.74,46.84,46.84,46.84
2013-01-14 11:00:00,63.19,40.04,63.19,45.09,45.09,45.09
2013-01-14 12:00:00,60.34,40.01,60.34,45.79,45.79,45.79
2013-01-14 13:00:00,58.44,39.97,58.44,52.43,52.43,52.43
2013-01-14 14:00:00,55.91,39.94,55.91,55.91,55.91,55.91
2013-01-14 15:00:00,56.56,39.90,56.56,56.56,56.56,56.56
2013-01-14 16:00:00,57.52,40.03,57.52,57.52,57.52,57.52
2013-01-14 17:00:00,70.76,39.95,70.76,62.13,62.13,62.13
2013-01-14 18:00:00,72.10,39.73,72.10,48.60,48.60,48.60
2013-01-14 19:00:00,57.11,40.19,57.11,44.94,44.94,44.94
2013-01-14 20:00:00,43.62,40.12,43.62,42.73,42.73,42.73
2013-01-14 21:00:00,41.65,40.12,41.65,41.65,41.65,41.65
2013-01-14 22:00:00,40.48,39.91,40.48,40.48,40.48,40.48
2013-01-14 23:00:00,39.50,38.59,39.50,38.02,38.02,38.02
2013-01-15 00:00:00,39.04,38.53,39.04,38.74,38.74,38.74
2013-01-15 01:00:00,38.29,38.01,38.29,37.79,37.79,37.79
2013-01-15 02:00:00,38.20,37.87,38.20,36.92,36.92,36.92
2013-01-15 03:00:00,38.16,38.01,38.16,37.91,37.91,37.91
2013-01-15 04:00:00,38.49,38.49,38.49,38.32,38.32,38.32
2013-01-15 05:00:00,39.36,39.36,39.36,39.36,39.36,39.36
2013-01-15 06:00:00,42.73,40.71,42.73,42.73,42.73,42.73
2013-01-15 07:00:00,62.25,40.41,62.25,62.25,62.25,62.25
2013-01-15 08:00:00,64.40,40.77,64.40,64.40,64.40,64.40
2013-01-15 09:00:00,63.20,40.58,63.20,63.20,63.20,63.20
2013-01-15 10:00:00,62.52,40.48,62.52,62.52,62.52,62.52
2013-01-15 11:00:00,54.88,40.43,54.88,54.88,54.88,54.88
2013-01-15 12:00:00,51.48,40.36,51.48,51.48,51.48,51.48
2013-01-15 13:00:00,56.49,40.32,56.49,56.49,56.49,56.49
2013-01-15 14:00:00,58.89,40.30,58.89,58.89,58.89,58.89
2013-01-15 15:00:00,61.67,40.29,61.67,61.67,61.67,61.67
2013-01-15 16:00:00,64.49,40.58,64.49,64.49,64.49,64.49
2013-01-15 17:00:00,70.92,40.43,70.92,70.92,70.92,70.92
2013-01-15 18:00:00,55.85,43.23,55.85,55.85,55.85,55.85
2013-01-15 19:00:00,47.23,41.90,47.23,47.23,47.23,47.23
2013-01-15 20:00:00,43.38,40.77,43.38,43.38,43.38,43.38
2013-01-15 21:00:00,41.71,40.80,41.71,41.71,41.71,41.71
2013-01-15 22:00:00,40.55,40.37,40.55,40.55,40.55,40.55
2013-01-15 23:00:00,39.11,38.99,39.11,38.82,38.82,38.82
2013-01-16 00:00:00,39.00,39.00,39.00,39.00,39.00,39.00
2013-01-16 01:00:00,38.24,38.24,38.24,37.99,37.99,37.99
2013-01-16 02:00:00,38.27,38.27,38.27,37.38,37.38,37.38
2013-01-16 03:00:00,38.39,38.39,38.39,37.96,37.96,37.96
2013-01-16 04:00:00,38.95,38.95,38.95,38.44,38.44,38.44
2013-01-16 05:00:00,40.36,40.22,40.36,40.36,40.36,40.36
2013-01-16 06:00:00,44.48,43.69,44.48,44.48,44.48,44.48
2013-01-16 07:00:00,62.85,62.85,62.85,62.85,62.85,57.27
2013-01-16 08:00:00,68.20,68.20,68.20,68.20,68.20,68.20
2013-01-16 09:00:00,72.15,72.15,72.15,72.15,72.15,72.15
2013-01-16 10:00:00,72.31,72.31,72.31,60.05,60.05,60.05
2013-01-16 11:00:00,52.70,44.95,52.70,52.70,52.70,52.70
2013-01-16 12:00:00,57.98,42.57,57.98,57.98,57.98,57.98
2013-01-16 13:00:00,63.48,40.94,63.48,63.48,63.48,63.48
2013-01-16 14:00:00,58.63,42.94,58.63,58.63,58.63,58.63
2013-01-16 15:00:00,57.98,43.65,57.98,57.98,57.98,57.98
