Time,Oslo,Krs,Bergen,Molde,Trh,Tromso
2012-01-01 00:00:00,32.04,32.04,32.04,32.04,32.04,32.04
2012-01-01 01:00:00,30.00,30.00,30.00,30.00,30.00,30.00
2012-01-01 02:00:00,29.05,29.05,29.05,29.05,29.05,29.05
2012-01-01 03:00:00,28.55,28.55,28.55,28.55,28.55,28.55
2012-01-01 04:00:00,27.74,27.74,27.74,27.74,27.74,27.74
2012-01-01 05:00:00,27.66,27.66,27.66,27.66,27.66,27.66
2012-01-01 06:00:00,27.43,27.43,27.43,27.43,27.43,27.43
2012-01-01 07:00:00,26.55,26.55,26.55,26.55,26.55,26.55
2012-01-01 08:00:00,24.40,24.40,24.40,24.40,24.40,24.40
2012-01-01 09:00:00,24.40,24.40,24.40,24.40,24.40,24.40
2012-01-01 10:00:00,26.79,26.79,26.79,26.79,26.79,26.79
2012-01-01 11:00:00,29.05,29.05,29.05,29.05,29.05,29.05
2012-01-01 12:00:00,29.30,29.30,29.30,29.30,29.30,29.30
2012-01-01 13:00:00,29.06,29.06,29.06,29.01,29.01,29.01
2012-01-01 14:00:00,29.21,29.21,29.21,29.21,29.21,29.21
2012-01-01 15:00:00,29.94,29.94,29.94,29.94,29.94,29.94
2012-01-01 16:00:00,31.05,31.05,31.05,31.05,31.05,31.05
2012-01-01 17:00:00,33.00,33.00,33.00,33.00,33.00,33.00
2012-01-01 18:00:00,33.78,33.78,33.78,33.78,33.78,33.78
2012-01-01 19:00:00,33.04,33.04,33.04,33.04,33.04,33.04
2012-01-01 20:00:00,30.92,30.92,30.92,30.92,30.92,30.92
2012-01-01 21:00:00,29.38,29.38,29.38,29.38,29.38,29.38
2012-01-01 22:00:00,29.05,29.05,29.05,28.10,28.10,28.10
2012-01-01 23:00:00,28.75,28.75,28.75,24.62,24.62,24.62
2012-01-02 00:00:00,29.46,29.46,29.46,29.46,29.46,29.46
2012-01-02 01:00:00,28.64,28.64,28.64,28.64,28.64,28.64
2012-01-02 02:00:00,27.72,27.72,27.72,27.72,27.72,27.72
2012-01-02 03:00:00,27.79,27.79,27.79,27.79,27.79,27.79
2012-01-02 04:00:00,28.87,28.87,28.87,28.87,28.87,28.87
2012-01-02 05:00:00,30.15,30.15,30.15,30.15,30.15,30.15
2012-01-02 06:00:00,31.98,31.98,31.98,31.98,31.98,31.98
2012-01-02 07:00:00,34.27,34.27,34.27,34.27,34.27,34.27
2012-01-02 08:00:00,35.74,35.74,35.74,36.81,36.81,36.81
2012-01-02 09:00:00,35.83,35.83,35.83,37.96,37.96,37.96
2012-01-02 10:00:00,35.80,35.80,35.80,38.95,38.95,38.95
2012-01-02 11:00:00,35.69,35.69,35.69,38.88,38.88,38.88
2012-01-02 12:00:00,35.54,35.54,35.54,36.70,36.70,36.70
2012-01-02 13:00:00,35.46,35.46,35.46,35.46,35.46,35.46
2012-01-02 14:00:00,35.59,35.59,35.59,36.22,36.22,36.22
2012-01-02 15:00:00,35.76,35.76,35.76,37.51,37.51,37.51
2012-01-02 16:00:00,35.94,35.94,35.94,37.72,37.72,37.72
2012-01-02 17:00:00,35.81,35.81,35.81,37.98,37.98,37.98
2012-01-02 18:00:00,35.52,35.52,35.52,35.77,35.77,35.77
2012-01-02 19:00:00,34.94,34.94,34.94,34.94,34.94,34.94
2012-01-02 20:00:00,34.06,34.06,34.06,34.06,34.06,34.06
2012-01-02 21:00:00,33.33,33.33,33.33,33.33,33.33,33.33
2012-01-02 22:00:00,32.06,32.06,32.06,32.06,32.06,32.06
2012-01-02 23:00:00,29.49,29.49,29.49,29.49,29.49,29.49
2012-01-03 00:00:00,29.00,29.00,29.00,29.00,29.00,29.00
2012-01-03 01:00:00,25.54,25.54,25.54,25.54,25.54,25.54
2012-01-03 02:00:00,22.96,22.96,22.96,22.96,22.96,22.96
2012-01-03 03:00:00,22.93,22.93,22.93,22.93,22.93,22.93
2012-01-03 04:00:00,24.53,24.53,24.53,24.53,24.53,24.53
2012-01-03 05:00:00,29.01,29.01,29.01,29.01,29.01,29.01
2012-01-03 06:00:00,32.22,32.22,32.22,32.22,32.22,32.22
2012-01-03 07:00:00,33.29,33.29,33.29,33.29,33.29,33.29
2012-01-03 08:00:00,33.70,33.70,33.70,33.70,33.70,33.70
2012-01-03 09:00:00,33.47,33.47,33.47,33.47,33.47,33.47
2012-01-03 10:00:00,33.46,33.46,33.46,33.46,33.46,33.46
2012-01-03 11:00:00,33.39,33.39,33.39,33.39,33.39,33.39
2012-01-03 12:00:00,33.41,33.41,33.41,33.41,33.41,33.41
2012-01-03 13:00:00,33.45,33.45,33.45,33.45,33.45,33.45
2012-01-03 14:00:00,33.44,33.44,33.44,33.44,33.44,33.44
2012-01-03 15:00:00,33.73,33.73,33.73,33.73,33.73,33.73
2012-01-03 16:00:00,33.96,33.96,33.96,33.96,33.96,33.96
2012-01-03 17:00:00,33.80,33.80,33.80,33.80,33.80,33.80
2012-01-03 18:00:00,33.60,33.60,33.60,33.60,33.60,33.60
2012-01-03 19:00:00,33.06,33.06,33.06,33.06,33.06,33.06
2012-01-03 20:00:00,32.15,32.15,32.15,32.15,32.15,32.15
2012-01-03 21:00:00,30.53,30.53,30.53,30.53,30.53,30.53
2012-01-03 22:00:00,28.86,28.86,28.86,28.86,28.86,28.86
2012-01-03 23:00:00,27.44,27.44,27.44,24.39,24.39,24.39
2012-01-04 00:00:00,26.18,26.18,26.18,22.87,22.87,22.87
2012-01-04 01:00:00,22.72,22.72,22.72,22.72,22.72,22.72
2012-01-04 02:00:00,22.22,22.22,22.22,22.22,22.22,22.22
2012-01-04 03:00:00,22.44,22.44,22.44,22.44,22.44,22.44
2012-01-04 04:00:00,24.10,24.10,24.10,24.10,24.10,24.10
2012-01-04 05:00:00,25.66,25.66,25.66,25.66,25.66,25.66
2012-01-04 06:00:00,28.80,28.80,28.80,28.80,28.80,28.80
2012-01-04 07:00:00,31.61,31.61,31.61,31.61,31.61,31.61
2012-01-04 08:00:00,32.95,32.95,32.95,32.95,32.95,32.95
2012-01-04 09:00:00,32.88,32.88,32.88,32.88,32.88,32.88
2012-01-04 10:00:00,33.18,33.18,33.18,33.18,33.18,33.18
2012-01-04 11:00:00,33.26,33.26,33.26,33.26,33.26,33.26
2012-01-04 12:00:00,33.05,33.05,33.05,33.05,33.05,33.05
2012-01-04 13:00:00,33.07,33.07,33.07,33.07,33.07,33.07
2012-01-04 14:00:00,33.34,33.34,33.34,33.34,33.34,33.34
2012-01-04 15:00:00,33.51,33.51,33.51,33.51,33.51,33.51
2012-01-04 16:00:00,33.86,33.86,33.86,33.86,33.86,33.86
2012-01-04 17:00:00,33.96,33.96,33.96,33.96,33.96,33.96
2012-01-04 18:00:00,33.70,33.70,33.70,33.70,33.70,33.70
2012-01-04 19:00:00,33.24,33.24,33.24,33.24,33.24,33.24
2012-01-04 20:00:00,32.52,32.52,32.52,32.52,32.52,32.52
2012-01-04 21:00:00,31.50,31.50,31.50,31.50,31.50,31.50
2012-01-04 22:00:00,30.57,30.57,30.57,30.57,30.57,30.57
2012-01-04 23:00:00,27.12,27.12,27.12,27.12,27.12,27.12
2012-01-05 00:00:00,28.09,28.09,28.09,28.09,28.09,28.09
2012-01-05 01:00:00,27.21,27.21,27.21,27.21,27.21,27.21
2012-01-05 02:00:00,27.14,27.14,27.14,27.14,27.14,27.14
2012-01-05 03:00:00,27.42,27.42,27.42,27.42,27.42,27.42
2012-01-05 04:00:00,28.27,28.27,28.27,28.27,28.27,28.27
2012-01-05 05:00:00,28.60,28.60,28.60,28.60,28.60,28.60
2012-01-05 06:00:00,30.18,30.18,30.18,30.18,30.18,30.18
2012-01-05 07:00:00,33.28,33.28,33.28,33.28,33.28,33.28
2012-01-05 08:00:00,35.05,35.05,35.05,35.05,35.05,35.05
2012-01-05 09:00:00,35.20,35.00,35.00,35.20,35.20,35.20
2012-01-05 10:00:00,35.69,34.90,34.90,35.69,35.69,35.69
2012-01-05 11:00:00,35.63,34.81,34.81,35.63,35.63,35.63
2012-01-05 12:00:00,35.08,34.84,34.84,35.08,35.08,35.08
2012-01-05 13:00:00,34.80,34.80,34.80,34.80,34.80,34.80
2012-01-05 14:00:00,35.28,34.85,34.85,35.28,35.28,35.28
2012-01-05 15:00:00,34.89,34.89,34.89,36.17,36.17,36.17
2012-01-05 16:00:00,35.14,35.02,35.02,37.52,37.52,37.52
2012-01-05 17:00:00,35.14,34.99,34.99,38.30,38.30,38.30
2012-01-05 18:00:00,34.97,34.97,34.97,34.97,34.97,34.97
2012-01-05 19:00:00,33.86,33.86,33.86,33.86,33.86,33.86
2012-01-05 20:00:00,33.09,33.09,33.09,33.09,33.09,33.09
2012-01-05 21:00:00,31.26,31.26,31.26,31.26,31.26,31.26
2012-01-05 22:00:00,29.56,29.56,29.56,29.56,29.56,29.56
2012-01-05 23:00:00,28.62,28.62,28.62,28.62,28.62,28.62
2012-01-06 00:00:00,28.79,28.79,28.79,28.79,28.79,28.79
2012-01-06 01:00:00,27.84,27.84,27.84,27.84,27.84,27.84
2012-01-06 02:00:00,26.97,26.97,26.97,26.97,26.97,26.97
2012-01-06 03:00:00,26.66,26.66,26.66,26.66,26.66,26.66
2012-01-06 04:00:00,26.86,26.86,26.86,26.86,26.86,26.86
2012-01-06 05:00:00,27.83,27.83,27.83,27.83,27.83,27.83
2012-01-06 06:00:00,28.79,28.79,28.79,28.79,28.79,28.79
2012-01-06 07:00:00,31.05,31.05,31.05,31.05,31.05,31.05
2012-01-06 08:00:00,32.72,32.72,32.72,32.72,32.72,32.72
2012-01-06 09:00:00,33.80,33.80,33.80,33.80,33.80,33.80
2012-01-06 10:00:00,34.40,34.40,34.40,34.40,34.40,34.40
2012-01-06 11:00:00,34.53,34.53,34.53,34.53,34.53,34.53
2012-01-06 12:00:00,34.66,34.66,34.66,34.66,34.66,34.66
2012-01-06 13:00:00,34.77,34.77,34.77,34.77,34.77,34.77
2012-01-06 14:00:00,34.91,34.91,34.91,34.91,34.91,34.91
2012-01-06 15:00:00,35.47,34.52,34.52,35.47,35.47,35.47
2012-01-06 16:00:00,37.30,34.61,34.61,37.30,37.30,37.30
2012-01-06 17:00:00,37.20,34.76,34.76,37.20,37.20,37.20
2012-01-06 18:00:00,36.81,34.65,34.65,36.81,36.81,36.81
2012-01-06 19:00:00,35.50,34.64,34.64,35.50,35.50,35.50
2012-01-06 20:00:00,34.36,34.36,34.36,34.36,34.36,34.36
2012-01-06 21:00:00,33.51,33.51,33.51,33.51,33.51,33.51
2012-01-06 22:00:00,32.44,32.44,32.44,32.44,32.44,32.44
2012-01-06 23:00:00,31.33,31.33,31.33,31.33,31.33,31.33
2012-01-07 00:00:00,32.95,32.95,32.95,32.95,32.95,32.95
2012-01-07 01:00:00,30.64,30.33,30.64,30.64,30.64,30.64
2012-01-07 02:00:00,28.70,28.70,28.70,28.70,28.70,28.70
2012-01-07 03:00:00,28.15,28.09,28.15,28.15,28.15,28.15
2012-01-07 04:00:00,28.82,28.14,28.82,28.82,28.82,28.82
2012-01-07 05:00:00,29.32,28.17,29.32,29.32,29.32,29.32
2012-01-07 06:00:00,28.53,28.37,28.53,28.53,28.53,28.53
2012-01-07 07:00:00,29.60,29.45,29.60,29.60,29.60,29.60
2012-01-07 08:00:00,32.27,32.27,32.27,32.27,32.27,32.27
2012-01-07 09:00:00,33.37,33.37,33.37,33.37,33.37,33.37
2012-01-07 10:00:00,34.00,33.57,33.57,34.00,34.00,34.00
2012-01-07 11:00:00,33.89,33.45,33.45,33.89,33.89,33.89
2012-01-07 12:00:00,33.24,33.24,33.24,33.24,33.24,33.24
2012-01-07 13:00:00,33.05,32.66,32.66,33.05,33.05,33.05
2012-01-07 14:00:00,33.76,33.03,33.03,33.76,33.76,33.76
2012-01-07 15:00:00,34.91,33.25,33.25,34.91,34.91,34.91
2012-01-07 16:00:00,36.12,34.14,34.14,36.12,36.12,36.12
2012-01-07 17:00:00,39.60,34.30,34.30,39.60,39.60,39.60
2012-01-07 18:00:00,38.16,34.24,34.24,38.16,38.16,38.16
2012-01-07 19:00:00,35.38,34.07,34.07,35.38,35.38,35.38
2012-01-07 20:00:00,34.00,33.55,33.55,34.00,34.00,34.00
2012-01-07 21:00:00,32.10,32.10,32.10,32.10,32.10,32.10
2012-01-07 22:00:00,31.50,31.50,31.50,31.50,31.50,31.50
2012-01-07 23:00:00,29.25,29.25,29.25,29.25,29.25,29.25
2012-01-08 00:00:00,31.03,28.51,28.51,31.03,31.03,31.03
2012-01-08 01:00:00,30.50,28.10,28.10,30.50,30.50,30.50
2012-01-08 02:00:00,30.18,27.58,28.04,30.18,30.18,30.18
2012-01-08 03:00:00,30.03,27.86,28.02,30.03,30.03,30.03
2012-01-08 04:00:00,30.09,27.78,28.02,30.09,30.09,30.09
2012-01-08 05:00:00,29.74,27.66,28.06,29.74,29.74,29.74
2012-01-08 06:00:00,28.43,28.31,28.31,28.43,28.43,28.43
2012-01-08 07:00:00,28.71,28.71,28.71,28.71,28.71,28.71
2012-01-08 08:00:00,29.59,29.59,29.59,29.59,29.59,29.59
2012-01-08 09:00:00,30.43,30.43,30.43,30.43,30.43,30.43
2012-01-08 10:00:00,32.95,32.95,32.95,32.95,32.95,32.95
2012-01-08 11:00:00,35.01,33.76,33.76,35.01,35.01,35.01
2012-01-08 12:00:00,35.10,33.88,33.88,35.10,35.10,35.10
2012-01-08 13:00:00,35.00,33.92,33.92,35.00,35.00,35.00
2012-01-08 14:00:00,33.29,33.29,33.29,33.29,33.29,33.29
2012-01-08 15:00:00,33.27,33.27,33.27,33.27,33.27,33.27
2012-01-08 16:00:00,36.45,34.11,34.11,37.43,37.43,37.43
2012-01-08 17:00:00,45.08,34.22,34.22,45.08,45.08,45.08
2012-01-08 18:00:00,43.24,34.20,34.20,43.24,43.24,43.24
2012-01-08 19:00:00,40.53,34.10,34.10,40.53,40.53,40.53
2012-01-08 20:00:00,37.33,34.00,34.00,38.59,38.59,38.59
2012-01-08 21:00:00,35.75,34.04,34.04,36.83,36.83,36.83
2012-01-08 22:00:00,35.10,33.98,33.98,35.10,35.10,35.10
2012-01-08 23:00:00,34.04,33.69,33.69,34.04,34.04,34.04
2012-01-09 00:00:00,34.97,33.89,33.89,34.97,34.97,34.97
2012-01-09 01:00:00,33.42,33.42,33.42,33.42,33.42,33.42
2012-01-09 02:00:00,32.74,32.74,32.74,32.74,32.74,32.74
2012-01-09 03:00:00,32.46,32.46,32.46,32.46,32.46,32.46
2012-01-09 04:00:00,32.50,32.50,32.50,32.50,32.50,32.50
2012-01-09 05:00:00,33.60,33.45,33.45,36.14,36.14,36.14
2012-01-09 06:00:00,34.26,33.81,33.81,43.01,43.01,43.01
2012-01-09 07:00:00,35.55,34.62,34.62,59.06,59.06,59.06
2012-01-09 08:00:00,35.79,34.66,34.66,64.50,64.50,64.50
2012-01-09 09:00:00,35.88,34.75,34.75,58.79,58.79,58.79
2012-01-09 10:00:00,36.24,34.75,34.75,56.50,56.50,56.50
2012-01-09 11:00:00,35.93,34.76,34.76,56.09,56.09,56.09
2012-01-09 12:00:00,35.78,34.69,34.69,55.70,55.70,55.70
2012-01-09 13:00:00,35.70,34.70,34.70,54.81,54.81,54.81
2012-01-09 14:00:00,35.27,34.66,34.66,52.33,52.33,52.33
2012-01-09 15:00:00,35.42,34.65,34.65,50.73,50.73,50.73
2012-01-09 16:00:00,35.65,34.75,34.75,51.89,51.89,51.89
2012-01-09 17:00:00,35.73,34.62,34.62,57.09,57.09,57.09
2012-01-09 18:00:00,35.50,34.59,34.59,54.63,54.63,54.63
2012-01-09 19:00:00,35.78,34.48,34.48,52.51,52.51,52.51
2012-01-09 20:00:00,35.88,34.41,34.41,40.37,40.37,40.37
2012-01-09 21:00:00,35.89,34.30,34.30,36.15,36.15,36.15
2012-01-09 22:00:00,33.64,33.64,33.64,33.64,33.64,33.64
2012-01-09 23:00:00,32.49,32.49,32.49,32.49,32.49,32.49
2012-01-10 00:00:00,31.70,31.70,31.70,31.70,31.70,31.70
2012-01-10 01:00:00,31.11,31.11,31.11,31.11,31.11,31.11
2012-01-10 02:00:00,30.71,30.71,30.71,30.71,30.71,30.71
2012-01-10 03:00:00,28.99,28.99,28.99,28.99,28.99,28.99
2012-01-10 04:00:00,30.51,30.51,30.51,30.51,30.51,30.51
2012-01-10 05:00:00,33.75,33.75,33.75,33.80,33.80,33.80
2012-01-10 06:00:00,34.31,34.18,34.18,36.45,36.45,36.45
2012-01-10 07:00:00,35.96,34.83,34.83,36.92,36.92,36.92
2012-01-10 08:00:00,40.23,35.17,35.17,52.99,52.99,52.99
2012-01-10 09:00:00,40.62,35.03,35.03,51.21,51.21,51.21
2012-01-10 10:00:00,41.18,34.93,34.93,51.01,51.01,51.01
2012-01-10 11:00:00,38.90,34.90,34.90,53.00,53.00,53.00
2012-01-10 12:00:00,39.90,34.92,34.92,52.20,52.20,52.20
2012-01-10 13:00:00,38.30,34.90,34.90,52.96,52.96,52.96
2012-01-10 14:00:00,35.64,34.76,34.76,52.04,52.04,52.04
2012-01-10 15:00:00,35.55,34.72,34.72,51.91,51.91,51.91
2012-01-10 16:00:00,35.85,34.88,34.88,54.96,54.96,54.96
2012-01-10 17:00:00,35.98,34.83,34.83,61.14,61.14,61.14
2012-01-10 18:00:00,35.78,34.70,34.70,58.77,58.77,58.77
2012-01-10 19:00:00,37.00,34.53,34.53,40.92,40.92,40.92
2012-01-10 20:00:00,35.95,34.40,34.40,35.95,35.95,35.95
2012-01-10 21:00:00,34.87,34.28,34.28,34.87,34.87,34.87
2012-01-10 22:00:00,33.04,33.04,33.04,33.04,33.04,33.04
2012-01-10 23:00:00,32.07,32.07,32.07,32.07,32.07,32.07
2012-01-11 00:00:00,31.54,31.54,31.54,31.54,31.54,31.54
2012-01-11 01:00:00,30.70,30.70,30.70,30.70,30.70,30.70
2012-01-11 02:00:00,30.33,30.33,30.33,30.33,30.33,30.33
2012-01-11 03:00:00,29.41,29.41,29.41,29.41,29.41,29.41
2012-01-11 04:00:00,30.11,30.11,30.11,30.11,30.11,30.11
2012-01-11 05:00:00,32.64,32.64,32.64,32.64,32.64,32.64
2012-01-11 06:00:00,34.12,34.12,34.12,34.12,34.12,34.12
2012-01-11 07:00:00,37.52,34.86,34.86,37.52,37.52,37.52
2012-01-11 08:00:00,41.74,34.90,34.90,41.74,41.74,41.74
2012-01-11 09:00:00,39.64,34.87,34.87,39.64,39.64,39.64
2012-01-11 10:00:00,38.06,34.80,34.80,38.06,38.06,38.06
2012-01-11 11:00:00,39.25,34.75,34.75,39.25,39.25,39.25
2012-01-11 12:00:00,39.98,34.76,34.76,39.98,39.98,39.98
2012-01-11 13:00:00,40.36,34.71,34.71,40.36,40.36,40.36
2012-01-11 14:00:00,39.33,34.75,34.75,40.40,40.40,40.40
2012-01-11 15:00:00,41.39,34.67,34.67,42.50,42.50,42.50
2012-01-11 16:00:00,45.78,34.74,34.74,45.78,45.78,45.78
2012-01-11 17:00:00,47.23,34.68,34.68,47.23,47.23,47.23
2012-01-11 18:00:00,41.28,34.60,34.60,41.28,41.28,41.28
2012-01-11 19:00:00,37.82,34.57,34.57,37.82,37.82,37.82
2012-01-11 20:00:00,35.37,34.45,34.45,35.37,35.37,35.37
2012-01-11 21:00:00,34.14,34.14,34.14,34.14,34.14,34.14
2012-01-11 22:00:00,32.77,32.77,32.77,32.77,32.77,32.77
2012-01-11 23:00:00,31.48,31.48,31.48,31.48,31.48,31.48
2012-01-12 00:00:00,31.34,31.34,31.34,31.34,31.34,31.34
2012-01-12 01:00:00,30.65,30.65,30.65,30.65,30.65,30.65
2012-01-12 02:00:00,29.61,29.61,29.61,29.61,29.61,29.61
2012-01-12 03:00:00,28.89,28.89,28.89,28.89,28.89,28.89
2012-01-12 04:00:00,29.21,29.21,29.21,29.21,29.21,29.21
2012-01-12 05:00:00,32.02,32.02,32.02,32.02,32.02,32.02
2012-01-12 06:00:00,33.66,33.66,33.66,33.66,33.66,33.66
2012-01-12 07:00:00,37.44,34.53,35.18,37.44,37.44,37.44
2012-01-12 08:00:00,38.34,34.74,35.89,38.34,38.34,38.34
2012-01-12 09:00:00,37.61,34.61,36.17,37.61,37.61,37.61
2012-01-12 10:00:00,36.37,34.57,35.91,36.37,36.37,36.37
2012-01-12 11:00:00,36.86,34.43,35.91,36.86,36.86,36.86
2012-01-12 12:00:00,37.50,34.45,35.89,37.50,37.50,37.50
2012-01-12 13:00:00,36.24,34.60,35.94,36.24,36.24,36.24
2012-01-12 14:00:00,37.04,34.51,35.89,37.04,37.04,37.04
2012-01-12 15:00:00,35.84,34.37,35.81,35.84,35.84,35.84
2012-01-12 16:00:00,37.54,34.66,37.54,37.54,37.54,37.54
2012-01-12 17:00:00,38.37,34.86,35.53,38.37,38.37,38.37
2012-01-12 18:00:00,37.19,34.79,35.34,37.19,37.19,37.19
2012-01-12 19:00:00,35.23,34.57,34.57,35.23,35.23,35.23
2012-01-12 20:00:00,34.12,34.12,34.12,34.12,34.12,34.12
2012-01-12 21:00:00,33.74,33.74,33.74,33.74,33.74,33.74
2012-01-12 22:00:00,33.05,33.05,33.05,33.05,33.05,33.05
2012-01-12 23:00:00,31.33,31.33,31.33,31.33,31.33,31.33
2012-01-13 00:00:00,28.35,28.35,28.35,28.35,28.35,28.35
2012-01-13 01:00:00,27.03,27.03,27.03,25.39,25.39,25.39
2012-01-13 02:00:00,26.85,26.85,26.85,24.82,24.82,24.82
2012-01-13 03:00:00,26.79,26.79,26.79,26.27,26.27,26.27
2012-01-13 04:00:00,28.20,28.20,28.20,28.20,28.20,28.20
2012-01-13 05:00:00,30.05,30.05,30.05,30.05,30.05,30.05
2012-01-13 06:00:00,33.40,33.40,33.40,33.40,33.40,33.40
2012-01-13 07:00:00,37.54,33.61,34.96,37.54,37.54,37.54
2012-01-13 08:00:00,38.07,34.54,35.63,38.07,38.07,38.07
2012-01-13 09:00:00,35.86,34.50,35.86,35.86,35.86,35.86
2012-01-13 10:00:00,35.38,34.37,35.38,35.38,35.38,35.38
2012-01-13 11:00:00,35.16,34.05,35.16,35.16,35.16,35.16
2012-01-13 12:00:00,34.59,33.85,34.59,34.59,34.59,34.59
2012-01-13 13:00:00,33.80,33.75,33.80,33.80,33.80,33.80
2012-01-13 14:00:00,33.76,33.62,33.76,33.76,33.76,33.76
2012-01-13 15:00:00,33.86,33.68,33.86,33.86,33.86,33.86
2012-01-13 16:00:00,34.57,33.90,34.57,34.57,34.57,34.57
2012-01-13 17:00:00,35.50,34.11,35.07,35.50,35.50,35.50
2012-01-13 18:00:00,34.96,34.07,34.36,34.96,34.96,34.96
2012-01-13 19:00:00,33.70,33.70,33.70,33.70,33.70,33.70
2012-01-13 20:00:00,33.07,33.07,33.07,33.07,33.07,33.07
2012-01-13 21:00:00,32.89,32.89,32.89,32.89,32.89,32.89
2012-01-13 22:00:00,32.05,32.05,32.05,32.05,32.05,32.05
2012-01-13 23:00:00,30.04,30.04,30.04,30.04,30.04,30.04
2012-01-14 00:00:00,30.07,30.07,30.07,30.07,30.07,30.07
2012-01-14 01:00:00,28.66,28.66,28.66,28.66,28.66,28.66
2012-01-14 02:00:00,28.02,28.02,28.02,28.02,28.02,28.02
2012-01-14 03:00:00,29.06,29.06,29.06,29.06,29.06,29.06
2012-01-14 04:00:00,29.47,29.47,29.47,29.47,29.47,29.47
2012-01-14 05:00:00,30.74,30.74,30.74,30.74,30.74,30.74
2012-01-14 06:00:00,31.21,31.21,31.21,31.21,31.21,31.21
2012-01-14 07:00:00,32.10,32.10,32.10,32.10,32.10,32.10
2012-01-14 08:00:00,32.76,32.76,32.76,32.76,32.76,32.76
2012-01-14 09:00:00,33.31,33.31,33.31,33.31,33.31,33.31
2012-01-14 10:00:00,33.71,33.71,33.71,33.71,33.71,33.71
2012-01-14 11:00:00,33.85,33.85,33.85,33.85,33.85,33.85
2012-01-14 12:00:00,33.71,33.71,33.71,33.71,33.71,33.71
2012-01-14 13:00:00,33.82,33.82,33.82,33.82,33.82,33.82
2012-01-14 14:00:00,33.91,33.91,33.91,33.91,33.91,33.91
2012-01-14 15:00:00,35.18,34.20,34.20,35.18,35.18,35.18
2012-01-14 16:00:00,36.70,34.42,34.42,38.61,38.61,38.61
2012-01-14 17:00:00,41.41,34.52,34.52,38.84,38.84,38.84
2012-01-14 18:00:00,39.18,34.49,34.49,38.64,38.64,38.64
2012-01-14 19:00:00,36.12,34.31,34.31,36.12,36.12,36.12
2012-01-14 20:00:00,34.85,34.10,34.10,34.85,34.85,34.85
2012-01-14 21:00:00,34.27,34.07,34.07,34.27,34.27,34.27
2012-01-14 22:00:00,34.17,34.08,33.96,34.17,34.17,34.17
2012-01-14 23:00:00,33.76,33.76,33.76,33.76,33.76,33.76
2012-01-15 00:00:00,34.12,34.12,34.12,34.12,34.12,34.12
2012-01-15 01:00:00,33.78,33.78,33.78,33.78,33.78,33.78
2012-01-15 02:00:00,33.59,33.59,33.59,33.59,33.59,33.59
2012-01-15 03:00:00,33.51,33.51,33.51,33.51,33.51,33.51
2012-01-15 04:00:00,32.73,32.73,32.73,32.73,32.73,32.73
2012-01-15 05:00:00,33.52,33.52,33.52,33.52,33.52,33.52
2012-01-15 06:00:00,33.15,33.15,33.15,33.15,33.15,33.15
2012-01-15 07:00:00,33.88,33.88,33.88,33.88,33.88,33.88
2012-01-15 08:00:00,34.13,34.09,33.93,33.99,33.99,33.99
2012-01-15 09:00:00,34.98,34.18,34.18,34.73,34.73,34.73
2012-01-15 10:00:00,36.19,33.88,33.88,35.52,35.52,35.52
2012-01-15 11:00:00,36.54,33.99,33.99,36.13,36.13,36.13
2012-01-15 12:00:00,36.53,34.03,34.03,36.43,36.43,36.43
2012-01-15 13:00:00,35.99,34.03,34.03,35.99,35.99,35.99
2012-01-15 14:00:00,36.26,34.03,34.03,36.71,36.71,36.71
2012-01-15 15:00:00,36.65,34.05,34.05,37.41,37.41,37.41
2012-01-15 16:00:00,37.51,34.19,34.19,37.75,37.75,37.75
2012-01-15 17:00:00,37.74,34.22,34.22,37.81,37.81,37.81
2012-01-15 18:00:00,36.85,34.16,34.16,37.29,37.29,37.29
2012-01-15 19:00:00,39.32,34.13,34.13,37.02,37.02,37.02
2012-01-15 20:00:00,37.53,34.10,34.10,36.53,36.53,36.53
2012-01-15 21:00:00,36.60,33.99,33.99,35.73,35.73,35.73
2012-01-15 22:00:00,35.73,33.94,33.94,35.73,35.73,35.73
2012-01-15 23:00:00,34.40,33.96,33.96,34.40,34.40,34.40
2012-01-16 00:00:00,34.01,34.01,34.01,34.01,34.01,34.01
2012-01-16 01:00:00,33.59,33.59,33.59,33.59,33.59,33.59
2012-01-16 02:00:00,33.40,33.40,33.40,33.40,33.40,33.40
2012-01-16 03:00:00,33.58,33.58,33.58,33.58,33.58,33.58
2012-01-16 04:00:00,33.47,33.47,33.47,33.47,33.47,33.47
2012-01-16 05:00:00,35.39,34.24,34.24,34.74,34.74,34.74
2012-01-16 06:00:00,36.57,34.42,34.42,35.44,35.44,35.44
2012-01-16 07:00:00,49.94,34.97,35.08,38.04,38.04,38.04
2012-01-16 08:00:00,60.81,35.32,35.32,40.87,40.87,40.87
2012-01-16 09:00:00,47.92,35.25,35.25,45.17,45.17,45.17
2012-01-16 10:00:00,45.45,35.12,35.21,42.15,42.15,42.15
2012-01-16 11:00:00,48.40,34.99,35.22,40.62,40.62,40.62
2012-01-16 12:00:00,50.02,35.01,35.23,40.06,40.06,40.06
2012-01-16 13:00:00,47.01,35.00,35.24,40.66,40.66,40.66
2012-01-16 14:00:00,39.28,34.98,35.23,45.33,45.33,45.33
2012-01-16 15:00:00,49.90,34.95,35.24,49.90,49.90,49.90
2012-01-16 16:00:00,52.41,35.09,35.27,52.41,52.41,52.41
